step,val_mse,val_regret,epoch,train_loss,test_mse,test_regret
0,131.6418914794922,16.823871612548828,0,,,
24,131.50439453125,14.313986778259277,0,,,
24,,,0,1416.80810546875,,
49,131.37002563476562,13.240490913391113,1,,,
49,,,1,1415.4788818359375,,
74,131.2351531982422,12.011577606201172,2,,,
74,,,2,1414.1207275390625,,
99,131.10633850097656,10.82663345336914,3,,,
99,,,3,1413.3712158203125,,
124,130.97691345214844,10.389330863952637,4,,,
124,,,4,1409.4395751953125,,
149,130.85401916503906,9.28625202178955,5,,,
149,,,5,1407.93017578125,,
174,130.7362060546875,8.70840072631836,6,,,
174,,,6,1404.6121826171875,,
199,130.6236572265625,8.68432331085205,7,,,
199,,,7,1399.9140625,,
224,130.508544921875,8.797446250915527,8,,,
224,,,8,1393.9371337890625,,
249,130.39584350585938,8.199596405029297,9,,,
249,,,9,1386.9395751953125,,
274,130.28929138183594,8.18601131439209,10,,,
274,,,10,1384.1273193359375,,
299,130.17893981933594,7.592196464538574,11,,,
299,,,11,1379.439208984375,,
324,130.07447814941406,7.361496448516846,12,,,
324,,,12,1368.42919921875,,
349,129.97076416015625,7.361062049865723,13,,,
349,,,13,1362.579345703125,,
374,129.86598205566406,6.9670023918151855,14,,,
374,,,14,1358.5062255859375,,
399,129.75982666015625,6.912621021270752,15,,,
399,,,15,1349.840576171875,,
424,129.66583251953125,6.805790901184082,16,,,
424,,,16,1340.6339111328125,,
449,129.56805419921875,6.5700364112854,17,,,
449,,,17,1332.89599609375,,
474,129.47494506835938,6.500665187835693,18,,,
474,,,18,1324.1729736328125,,
499,129.38084411621094,6.300066947937012,19,,,
499,,,19,1312.82080078125,,
524,129.2967529296875,6.365285873413086,20,,,
524,,,20,1305.111083984375,,
549,129.20362854003906,6.2748703956604,21,,,
549,,,21,1298.9085693359375,,
574,129.11883544921875,6.233762264251709,22,,,
574,,,22,1286.3797607421875,,
599,129.03945922851562,6.206788539886475,23,,,
599,,,23,1274.623046875,,
624,128.95175170898438,6.1129469871521,24,,,
624,,,24,1268.2711181640625,,
649,128.87863159179688,6.055296421051025,25,,,
649,,,25,1259.365478515625,,
674,128.80136108398438,5.948497772216797,26,,,
674,,,26,1248.440673828125,,
699,128.73330688476562,5.822333335876465,27,,,
699,,,27,1237.114013671875,,
724,128.6680145263672,5.843725204467773,28,,,
724,,,28,1228.82861328125,,
749,128.60528564453125,5.883063793182373,29,,,
749,,,29,1221.70703125,,
774,128.54293823242188,5.8365159034729,30,,,
774,,,30,1209.385986328125,,
799,128.47421264648438,5.815408229827881,31,,,
799,,,31,1202.9632568359375,,
824,128.41940307617188,5.81477165222168,32,,,
824,,,32,1190.5826416015625,,
849,128.35890197753906,5.924122333526611,33,,,
849,,,33,1182.044189453125,,
874,128.29867553710938,5.887346267700195,34,,,
874,,,34,1170.5391845703125,,
899,128.24378967285156,5.845746040344238,35,,,
899,,,35,1163.7939453125,,
924,128.1900634765625,5.909999847412109,36,,,
924,,,36,1152.3692626953125,,
949,128.16464233398438,5.909999847412109,37,,,
949,,,37,1145.1112060546875,,
974,128.1412353515625,5.763243198394775,38,,,
974,,,38,1140.2945556640625,,
999,128.11700439453125,5.780744552612305,39,,,
999,,,39,1136.6761474609375,,
1024,128.09181213378906,5.804523944854736,40,,,
1024,,,40,1133.44970703125,,
1049,128.06802368164062,5.780744552612305,41,,,
1049,,,41,1129.78271484375,,
1074,128.04299926757812,5.804523944854736,42,,,
1074,,,42,1126.5963134765625,,
1099,128.0318603515625,5.804523944854736,43,,,
1099,,,43,1122.979248046875,,
1124,128.02008056640625,5.804523944854736,44,,,
1124,,,44,1120.7236328125,,
1149,128.00823974609375,5.804523944854736,45,,,
1149,,,45,1118.540283203125,,
1174,127.9983901977539,5.804523944854736,46,,,
1174,,,46,1116.452392578125,,
1199,127.99276733398438,5.804523944854736,47,,,
1199,,,47,1114.7435302734375,,
1224,127.98712921142578,5.804523944854736,48,,,
1224,,,48,1113.7073974609375,,
1225,,,49,,135.88299560546875,5.954495429992676
