step,val_mse,val_regret,epoch,train_loss,test_mse,test_regret
0,172.4965057373047,26.611326217651367,0,,,
24,171.51011657714844,26.67498779296875,0,,,
24,,,0,142.60369873046875,,
49,170.4833221435547,26.65642738342285,1,,,
49,,,1,141.7974395751953,,
74,169.4982452392578,26.49414825439453,2,,,
74,,,2,140.9824676513672,,
99,168.5406036376953,26.082155227661133,3,,,
99,,,3,140.18411254882812,,
124,167.59730529785156,25.231800079345703,4,,,
124,,,4,139.38809204101562,,
149,166.6299285888672,24.90024185180664,5,,,
149,,,5,138.60247802734375,,
174,165.65357971191406,24.59955596923828,6,,,
174,,,6,137.82350158691406,,
199,164.69741821289062,24.042936325073242,7,,,
199,,,7,137.0423583984375,,
224,163.75706481933594,23.442590713500977,8,,,
224,,,8,136.2687225341797,,
249,162.8441619873047,22.890432357788086,9,,,
249,,,9,135.5005340576172,,
274,161.9071044921875,21.820650100708008,10,,,
274,,,10,134.739990234375,,
299,160.98394775390625,20.96100425720215,11,,,
299,,,11,133.97787475585938,,
324,160.05409240722656,20.708993911743164,12,,,
324,,,12,133.22779846191406,,
349,159.14869689941406,20.328760147094727,13,,,
349,,,13,132.4810028076172,,
374,158.24813842773438,19.930940628051758,14,,,
374,,,14,131.7345733642578,,
399,157.37245178222656,19.390954971313477,15,,,
399,,,15,130.99380493164062,,
424,156.47840881347656,19.179838180541992,16,,,
424,,,16,130.26466369628906,,
449,155.57249450683594,18.12651824951172,17,,,
449,,,17,129.53640747070312,,
474,154.69085693359375,16.872913360595703,18,,,
474,,,18,128.80990600585938,,
499,153.7856903076172,16.35710906982422,19,,,
499,,,19,128.09474182128906,,
524,152.90887451171875,15.576720237731934,20,,,
524,,,20,127.37462615966797,,
549,152.0911407470703,14.921834945678711,21,,,
549,,,21,126.65756225585938,,
574,151.2249755859375,14.206502914428711,22,,,
574,,,22,125.95867919921875,,
599,150.3458251953125,13.699524879455566,23,,,
599,,,23,125.25782012939453,,
624,149.48843383789062,12.825911521911621,24,,,
624,,,24,124.55765533447266,,
649,148.6619873046875,11.759947776794434,25,,,
649,,,25,123.86064147949219,,
674,147.8023223876953,11.797171592712402,26,,,
674,,,26,123.18168640136719,,
699,146.9862823486328,11.715576171875,27,,,
699,,,27,122.49191284179688,,
724,146.15011596679688,11.623764991760254,28,,,
724,,,28,121.81839752197266,,
749,145.34234619140625,11.356335639953613,29,,,
749,,,29,121.13764953613281,,
774,144.5109100341797,11.426465034484863,30,,,
774,,,30,120.4703598022461,,
799,143.7061309814453,11.411691665649414,31,,,
799,,,31,119.79896545410156,,
824,142.90306091308594,10.88492202758789,32,,,
824,,,32,119.1345443725586,,
849,142.08062744140625,10.648423194885254,33,,,
