step,val_regret,epoch,val_mse,train_loss,test_regret,test_mse
0,19.362754821777344,0,143.46890258789062,,,
24,19.187498092651367,0,142.66690063476562,,,
24,,0,,140.61158752441406,,
49,18.91922378540039,1,141.86166381835938,,,
49,,1,,139.81398010253906,,
74,18.491798400878906,2,141.06793212890625,,,
74,,2,,139.0188446044922,,
99,18.28000831604004,3,140.2733917236328,,,
99,,3,,138.2339324951172,,
124,17.996522903442383,4,139.4910125732422,,,
124,,4,,137.44931030273438,,
149,17.790882110595703,5,138.70489501953125,,,
149,,5,,136.67129516601562,,
174,17.28683853149414,6,137.9256591796875,,,
174,,6,,135.89505004882812,,
199,17.041301727294922,7,137.14215087890625,,,
199,,7,,135.13079833984375,,
224,16.442180633544922,8,136.3817138671875,,,
224,,8,,134.36074829101562,,
249,15.64004135131836,9,135.619384765625,,,
249,,9,,133.6078338623047,,
274,15.190301895141602,10,134.86102294921875,,,
274,,10,,132.85418701171875,,
299,14.531360626220703,11,134.11410522460938,,,
299,,11,,132.10635375976562,,
324,14.315299987792969,12,133.363525390625,,,
324,,12,,131.36264038085938,,
349,13.92193603515625,13,132.625,,,
349,,13,,130.62840270996094,,
374,13.030168533325195,14,131.88311767578125,,,
374,,14,,129.9025421142578,,
399,12.283655166625977,15,131.1551513671875,,,
399,,15,,129.16500854492188,,
424,12.173579216003418,16,130.42666625976562,,,
424,,16,,128.44923400878906,,
449,12.263940811157227,17,129.70826721191406,,,
449,,17,,127.7248306274414,,
474,11.765907287597656,18,128.97885131835938,,,
474,,18,,127.01484680175781,,
499,11.524553298950195,19,128.2712860107422,,,
499,,19,,126.30000305175781,,
524,11.238655090332031,20,127.55867004394531,,,
524,,20,,125.6004409790039,,
549,11.201892852783203,21,126.85809326171875,,,
549,,21,,124.89424133300781,,
574,11.052994728088379,22,126.15670013427734,,,
574,,22,,124.20152282714844,,
599,10.687185287475586,23,125.44906616210938,,,
599,,23,,123.5122299194336,,
624,10.634407043457031,24,124.76628112792969,,,
624,,24,,122.8200454711914,,
649,10.420851707458496,25,124.08283233642578,,,
649,,25,,122.13671875,,
674,10.0344877243042,26,123.38589477539062,,,
