step,val_regret,epoch,val_mse,train_loss,test_regret,test_mse
0,16.823871612548828,0,131.6418914794922,,,
24,15.778670310974121,0,130.91775512695312,,,
24,,0,,142.1605224609375,,
49,15.022374153137207,1,130.2028350830078,,,
49,,1,,141.36636352539062,,
74,14.50120735168457,2,129.49642944335938,,,
74,,2,,140.56607055664062,,
99,13.77290153503418,3,128.79750061035156,,,
99,,3,,139.78790283203125,,
124,13.44804573059082,4,128.09707641601562,,,
124,,4,,139.0025634765625,,
149,12.941367149353027,5,127.41574096679688,,,
149,,5,,138.22808837890625,,
174,12.424158096313477,6,126.72224426269531,,,
174,,6,,137.45513916015625,,
199,12.384810447692871,7,126.03734588623047,,,
199,,7,,136.68756103515625,,
224,12.121345520019531,8,125.35816192626953,,,
224,,8,,135.9247589111328,,
249,12.0239896774292,9,124.67974853515625,,,
249,,9,,135.17095947265625,,
274,11.7422513961792,10,124.02468872070312,,,
274,,10,,134.40943908691406,,
299,11.518630027770996,11,123.3515625,,,
299,,11,,133.6710968017578,,
324,11.190783500671387,12,122.6826171875,,,
324,,12,,132.93124389648438,,
349,10.7350492477417,13,122.0387954711914,,,
349,,13,,132.1807098388672,,
374,10.604576110839844,14,121.37324523925781,,,
374,,14,,131.4640655517578,,
399,10.484688758850098,15,120.71748352050781,,,
399,,15,,130.73507690429688,,
424,10.569113731384277,16,120.08716583251953,,,
424,,16,,130.0025634765625,,
449,10.417508125305176,17,119.4365234375,,,
449,,17,,129.29286193847656,,
474,10.239180564880371,18,118.80220794677734,,,
474,,18,,128.5772705078125,,
499,10.282220840454102,19,118.17256927490234,,,
499,,19,,127.87472534179688,,
524,10.119312286376953,20,117.54691314697266,,,
524,,20,,127.15821075439453,,
549,9.912771224975586,21,116.90939331054688,,,
549,,21,,126.46721649169922,,
574,9.724710464477539,22,116.29606628417969,,,
574,,22,,125.76858520507812,,
599,9.679326057434082,23,115.67277526855469,,,
599,,23,,125.08106231689453,,
624,9.308618545532227,24,115.05783081054688,,,
624,,24,,124.3922348022461,,
649,9.12585163116455,25,114.44111633300781,,,
649,,25,,123.70523071289062,,
674,8.70876693725586,26,113.83897399902344,,,
674,,26,,123.02574157714844,,
699,8.61823558807373,27,113.23471069335938,,,
699,,27,,122.35633087158203,,
724,8.550335884094238,28,112.6245346069336,,,
