step,val_regret,epoch,val_mse,train_loss,test_regret,test_mse
0,17.648082733154297,0,138.61508178710938,,,
24,17.5274658203125,0,137.85760498046875,,,
24,,0,,138.05990600585938,,
49,17.224777221679688,1,137.11322021484375,,,
49,,1,,137.27757263183594,,
74,16.935504913330078,2,136.37063598632812,,,
74,,2,,136.50999450683594,,
99,17.120304107666016,3,135.63624572753906,,,
99,,3,,135.74835205078125,,
124,17.052318572998047,4,134.91952514648438,,,
124,,4,,134.97940063476562,,
149,16.27062225341797,5,134.1875457763672,,,
149,,5,,134.2359619140625,,
174,16.075206756591797,6,133.46734619140625,,,
174,,6,,133.48204040527344,,
199,15.647662162780762,7,132.76406860351562,,,
199,,7,,132.73062133789062,,
224,15.241276741027832,8,132.0316925048828,,,
224,,8,,132.00912475585938,,
249,15.133373260498047,9,131.3377685546875,,,
249,,9,,131.257080078125,,
274,14.83419418334961,10,130.62118530273438,,,
274,,10,,130.5357666015625,,
299,14.789645195007324,11,129.93357849121094,,,
299,,11,,129.80581665039062,,
324,14.798986434936523,12,129.24234008789062,,,
324,,12,,129.08314514160156,,
349,14.076611518859863,13,128.54718017578125,,,
349,,13,,128.37132263183594,,
374,13.657195091247559,14,127.87905883789062,,,
374,,14,,127.65656280517578,,
399,13.347103118896484,15,127.19123077392578,,,
399,,15,,126.9515151977539,,
424,13.096075057983398,16,126.51056671142578,,,
424,,16,,126.24700927734375,,
449,12.843414306640625,17,125.83683776855469,,,
449,,17,,125.54904174804688,,
474,12.865504264831543,18,125.17127227783203,,,
474,,18,,124.85458374023438,,
499,12.519160270690918,19,124.5159683227539,,,
499,,19,,124.16021728515625,,
524,11.949624061584473,20,123.8414077758789,,,
524,,20,,123.48401641845703,,
549,11.885568618774414,21,123.19287872314453,,,
549,,21,,122.79463195800781,,
574,11.851912498474121,22,122.53263854980469,,,
574,,22,,122.12388610839844,,
599,11.876384735107422,23,121.88191223144531,,,
599,,23,,121.44640350341797,,
624,11.525273323059082,24,121.23358154296875,,,
624,,24,,120.7826919555664,,
649,11.268819808959961,25,120.59986114501953,,,
649,,25,,120.11164093017578,,
674,11.268819808959961,26,119.96249389648438,,,
674,,26,,119.4531021118164,,
699,11.24927043914795,27,119.32623291015625,,,
699,,27,,118.7980728149414,,
724,11.011488914489746,28,118.70504760742188,,,
724,,28,,118.14921569824219,,
749,11.018960952758789,29,118.07380676269531,,,
749,,29,,117.49357604980469,,
774,11.112236022949219,30,117.44276428222656,,,
774,,30,,116.8500747680664,,
799,11.011302947998047,31,116.83609008789062,,,
799,,31,,116.20845794677734,,
824,10.907027244567871,32,116.22163391113281,,,
824,,32,,115.57069396972656,,
849,10.813372611999512,33,115.60975646972656,,,
849,,33,,114.93801879882812,,
874,10.787628173828125,34,115.00226593017578,,,
874,,34,,114.31224822998047,,
899,10.309743881225586,35,114.40416717529297,,,
899,,35,,113.68212127685547,,
924,10.197519302368164,36,113.79473876953125,,,
924,,36,,113.06222534179688,,
949,10.215400695800781,37,113.2005844116211,,,
949,,37,,112.44932556152344,,
974,10.161394119262695,38,112.60840606689453,,,
974,,38,,111.83160400390625,,
999,10.164339065551758,39,112.00602722167969,,,
999,,39,,111.22196960449219,,
1024,10.127358436584473,40,111.42639923095703,,,
1024,,40,,110.60875701904297,,
1049,10.100475311279297,41,110.84262084960938,,,
1049,,41,,110.01077270507812,,
1074,10.321956634521484,42,110.25853729248047,,,
1074,,42,,109.41033172607422,,
1099,10.166810035705566,43,109.68366241455078,,,
1099,,43,,108.8125991821289,,
1124,10.166810035705566,44,109.11988067626953,,,
1124,,44,,108.21611022949219,,
1149,10.149005889892578,45,108.54339599609375,,,
1149,,45,,107.63931274414062,,
1174,10.149005889892578,46,108.25834655761719,,,
1174,,46,,107.18079376220703,,
1199,10.149005889892578,47,107.97335815429688,,,
1199,,47,,106.88908386230469,,
1224,10.149005889892578,48,107.69033813476562,,,
1224,,48,,106.59796142578125,,
1249,10.036526679992676,49,107.40887451171875,,,
1249,,49,,106.30648803710938,,
1274,9.941461563110352,50,107.12821197509766,,,
1274,,50,,106.01742553710938,,
1299,9.941461563110352,51,106.84473419189453,,,
1299,,51,,105.72712707519531,,
1324,9.941461563110352,52,106.56805419921875,,,
1324,,52,,105.43712615966797,,
1349,9.93508243560791,53,106.28840637207031,,,
1349,,53,,105.14881896972656,,
1374,9.93508243560791,54,106.00701904296875,,,
1374,,54,,104.8639144897461,,
1399,9.93508243560791,55,105.72827911376953,,,
1399,,55,,104.57406616210938,,
1424,9.93508243560791,56,105.45211029052734,,,
1424,,56,,104.28759002685547,,
1449,9.96920108795166,57,105.16971588134766,,,
1449,,57,,104.0018539428711,,
1474,9.96920108795166,58,105.0323257446289,,,
1474,,58,,103.78457641601562,,
1499,9.96920108795166,59,104.8949203491211,,,
1499,,59,,103.64103698730469,,
1524,9.96920108795166,60,104.75692749023438,,,
1524,,60,,103.49853515625,,
1549,9.96920108795166,61,104.61742401123047,,,
1549,,61,,103.35615539550781,,
1574,9.96920108795166,62,104.54838562011719,,,
1574,,62,,103.24762725830078,,
1599,9.96920108795166,63,104.47904968261719,,,
1599,,63,,103.17611694335938,,
1600,,64,,,9.712932586669922,111.69056701660156
