epoch,step,test_mse,test_regret,train_loss,val_mse,val_regret
0,2,,,,984620224.0,0.13806599378585815
0,2,,,1.2052186727523804,,
1,5,,,,984619136.0,0.09989096224308014
1,5,,,0.575050413608551,,
2,8,,,,984617856.0,0.1469295471906662
2,8,,,0.48038941621780396,,
3,11,,,,984616576.0,0.10518960654735565
3,11,,,0.48035502433776855,,
4,14,,,,984616064.0,0.09345465153455734
4,14,,,0.44176071882247925,,
5,17,,,,984616832.0,0.01912703737616539
5,17,,,0.4690292477607727,,
6,20,,,,984618112.0,0.03360360860824585
6,20,,,0.40410131216049194,,
7,23,,,,984618880.0,0.022255603224039078
7,23,,,0.4140366315841675,,
8,26,,,,984619392.0,0.01912703737616539
8,26,,,0.34581148624420166,,
9,29,,,,984620416.0,0.01912703737616539
9,29,,,0.304593563079834,,
10,32,,,,984620672.0,0.3773559331893921
10,32,,,0.2911699414253235,,
11,35,,,,984620864.0,0.11633853614330292
11,35,,,0.26843005418777466,,
12,38,,,,984620864.0,0.01912703737616539
12,38,,,0.2666821777820587,,
13,41,,,,984620864.0,0.03360360860824585
13,41,,,0.270012229681015,,
14,44,,,,984620864.0,0.022941960021853447
14,44,,,0.2586205005645752,,
15,47,,,,984620672.0,0.022941960021853447
15,47,,,0.25730079412460327,,
16,50,,,,984620672.0,0.01912703737616539
16,50,,,0.2537114918231964,,
17,53,,,,984620672.0,0.09345465153455734
17,53,,,0.25241392850875854,,
18,56,,,,984620416.0,0.09345465153455734
18,56,,,0.2530101537704468,,
19,59,,,,984620416.0,0.01912703737616539
19,59,,,0.25185516476631165,,
20,62,,,,984620416.0,0.01912703737616539
20,62,,,0.2510177493095398,,
21,65,,,,984620416.0,0.01912703737616539
21,65,,,0.25085341930389404,,
22,68,,,,984620416.0,0.01912703737616539
22,68,,,0.25049158930778503,,
23,71,,,,984620416.0,0.01912703737616539
23,71,,,0.25047922134399414,,
24,74,,,,984620416.0,0.01912703737616539
24,74,,,0.24999462068080902,,
25,77,,,,984620416.0,0.01912703737616539
25,77,,,0.2501351237297058,,
26,80,,,,984620416.0,0.01912703737616539
26,80,,,0.25002118945121765,,
27,83,,,,984620416.0,0.01912703737616539
27,83,,,0.24998052418231964,,
28,86,,,,984620416.0,0.01912703737616539
28,86,,,0.24988514184951782,,
29,89,,,,984620416.0,0.01912703737616539
29,89,,,0.2498786449432373,,
30,92,,,,984620416.0,0.01912703737616539
30,92,,,0.24975763261318207,,
31,95,,,,984620416.0,0.01912703737616539
31,95,,,0.24976442754268646,,
32,98,,,,984620416.0,0.01912703737616539
32,98,,,0.24975386261940002,,
33,101,,,,984620416.0,0.01912703737616539
33,101,,,0.24978627264499664,,
34,104,,,,984620416.0,0.01912703737616539
34,104,,,0.24973538517951965,,
35,107,,,,984620416.0,0.01912703737616539
35,107,,,0.24974174797534943,,
36,110,,,,984620416.0,0.01912703737616539
