step,val_mse,val_regret,epoch,train_loss,test_mse,test_regret
0,134.48765563964844,19.54030418395996,0,,,
24,134.37002563476562,17.88591194152832,0,,,
24,,,0,1325.0894775390625,,
49,134.2631378173828,16.437156677246094,1,,,
49,,,1,1322.7947998046875,,
74,134.15826416015625,15.634172439575195,2,,,
74,,,2,1322.5565185546875,,
99,134.05545043945312,14.455368995666504,3,,,
99,,,3,1322.3817138671875,,
124,133.95401000976562,13.106226921081543,4,,,
124,,,4,1321.0909423828125,,
149,133.8586883544922,12.387524604797363,5,,,
149,,,5,1318.12158203125,,
174,133.77218627929688,12.131653785705566,6,,,
174,,,6,1314.505126953125,,
199,133.68174743652344,11.262657165527344,7,,,
199,,,7,1310.9805908203125,,
224,133.59503173828125,10.810376167297363,8,,,
224,,,8,1307.5831298828125,,
249,133.510986328125,10.650729179382324,9,,,
249,,,9,1303.3236083984375,,
274,133.42697143554688,10.151111602783203,10,,,
274,,,10,1299.500244140625,,
299,133.3488311767578,9.6936616897583,11,,,
299,,,11,1293.296142578125,,
324,133.2706298828125,9.576491355895996,12,,,
324,,,12,1287.8153076171875,,
349,133.19342041015625,9.54168701171875,13,,,
349,,,13,1283.3177490234375,,
374,133.11874389648438,9.213292121887207,14,,,
374,,,14,1276.3070068359375,,
399,133.04884338378906,8.972724914550781,15,,,
399,,,15,1270.6661376953125,,
424,132.97653198242188,8.803184509277344,16,,,
424,,,16,1264.461669921875,,
449,132.9115753173828,8.827146530151367,17,,,
449,,,17,1256.885986328125,,
474,132.84878540039062,8.398590087890625,18,,,
474,,,18,1250.130126953125,,
499,132.79217529296875,8.400239944458008,19,,,
499,,,19,1243.09814453125,,
524,132.73138427734375,8.13208293914795,20,,,
524,,,20,1237.4281005859375,,
549,132.6715087890625,7.997661590576172,21,,,
549,,,21,1232.518310546875,,
574,132.6163330078125,8.118167877197266,22,,,
574,,,22,1227.0146484375,,
599,132.56398010253906,8.06948471069336,23,,,
599,,,23,1220.308349609375,,
624,132.50967407226562,7.848309516906738,24,,,
624,,,24,1214.9681396484375,,
649,132.45977783203125,7.75422477722168,25,,,
649,,,25,1208.0509033203125,,
674,132.40826416015625,7.506894111633301,26,,,
674,,,26,1197.1572265625,,
699,132.3599090576172,7.40818977355957,27,,,
699,,,27,1190.766357421875,,
724,132.31495666503906,7.472177028656006,28,,,
724,,,28,1182.27880859375,,
749,132.2720184326172,7.270519256591797,29,,,
749,,,29,1177.4365234375,,
774,132.22503662109375,7.385140419006348,30,,,
774,,,30,1169.10888671875,,
799,132.18287658691406,7.385140419006348,31,,,
799,,,31,1161.50732421875,,
824,132.14088439941406,7.366192817687988,32,,,
824,,,32,1156.6827392578125,,
849,132.10806274414062,6.98199462890625,33,,,
849,,,33,1146.0506591796875,,
874,132.0701141357422,6.98199462890625,34,,,
874,,,34,1140.97900390625,,
899,132.03921508789062,6.990848541259766,35,,,
899,,,35,1132.1351318359375,,
924,132.00360107421875,6.922199726104736,36,,,
924,,,36,1128.4129638671875,,
949,131.97010803222656,6.885332107543945,37,,,
949,,,37,1116.76953125,,
974,131.9421844482422,6.552886962890625,38,,,
974,,,38,1108.138427734375,,
999,131.9148406982422,6.599543571472168,39,,,
999,,,39,1096.572509765625,,
1024,131.88568115234375,6.566515922546387,40,,,
1024,,,40,1087.9571533203125,,
1049,131.85977172851562,6.519858360290527,41,,,
1049,,,41,1077.177001953125,,
1074,131.8381805419922,6.481540679931641,42,,,
1074,,,42,1071.3779296875,,
1099,131.8177490234375,6.481540679931641,43,,,
1099,,,43,1064.49658203125,,
1124,131.79055786132812,6.467060565948486,44,,,
1124,,,44,1054.9541015625,,
1149,131.77215576171875,6.467060565948486,45,,,
1149,,,45,1049.326904296875,,
1174,131.74615478515625,6.39675760269165,46,,,
1174,,,46,1044.1947021484375,,
1199,131.72589111328125,6.471839427947998,47,,,
1199,,,47,1037.861083984375,,
1224,131.70736694335938,6.374892711639404,48,,,
1224,,,48,1031.2801513671875,,
1249,131.68679809570312,6.421645641326904,49,,,
1249,,,49,1027.4920654296875,,
1274,131.66847229003906,6.421645641326904,50,,,
1274,,,50,1022.3357543945312,,
1299,131.65277099609375,6.147346019744873,51,,,
1299,,,51,1016.7798461914062,,
1324,131.63656616210938,6.148795127868652,52,,,
1324,,,52,1014.396728515625,,
1349,131.6234893798828,6.148795127868652,53,,,
1349,,,53,1008.770751953125,,
1374,131.6129913330078,6.160726547241211,54,,,
1374,,,54,1003.6854858398438,,
1399,131.60459899902344,6.160726547241211,55,,,
1399,,,55,993.5374145507812,,
1424,131.59848022460938,6.259573936462402,56,,,
1424,,,56,988.12646484375,,
1449,131.59500122070312,6.160726547241211,57,,,
1449,,,57,987.882568359375,,
1474,131.59034729003906,6.259573936462402,58,,,
1474,,,58,985.5123291015625,,
1499,131.5856170654297,6.334454536437988,59,,,
1499,,,59,983.9523315429688,,
1524,131.5830535888672,6.334454536437988,60,,,
1524,,,60,983.3323974609375,,
1549,131.58062744140625,6.313835620880127,61,,,
1549,,,61,983.52392578125,,
1550,,,62,,143.56736755371094,7.821134567260742
