step,val_regret,epoch,val_mse,train_loss,test_regret,test_mse
0,19.921966552734375,0,132.06028747558594,,,
24,19.949857711791992,0,131.33566284179688,,,
24,,0,,138.4291229248047,,
49,19.756988525390625,1,130.61874389648438,,,
49,,1,,137.61849975585938,,
74,19.282987594604492,2,129.89999389648438,,,
74,,2,,136.8265838623047,,
99,18.66866111755371,3,129.19430541992188,,,
99,,3,,136.04539489746094,,
124,18.54111671447754,4,128.48326110839844,,,
124,,4,,135.2562713623047,,
149,18.174610137939453,5,127.78598022460938,,,
149,,5,,134.48129272460938,,
174,17.794553756713867,6,127.09845733642578,,,
174,,6,,133.70941162109375,,
199,17.515636444091797,7,126.38054656982422,,,
199,,7,,132.94468688964844,,
224,17.329208374023438,8,125.69457244873047,,,
224,,8,,132.17913818359375,,
249,16.468278884887695,9,125.00394439697266,,,
249,,9,,131.42523193359375,,
274,16.395605087280273,10,124.32145690917969,,,
274,,10,,130.66839599609375,,
299,15.966991424560547,11,123.6442642211914,,,
299,,11,,129.92440795898438,,
324,15.1331205368042,12,122.9631118774414,,,
324,,12,,129.18527221679688,,
349,15.060870170593262,13,122.31094360351562,,,
349,,13,,128.43991088867188,,
374,15.264293670654297,14,121.63349914550781,,,
374,,14,,127.71651458740234,,
399,14.90945053100586,15,120.97547912597656,,,
399,,15,,126.98382568359375,,
424,14.60372543334961,16,120.32872772216797,,,
424,,16,,126.26310729980469,,
449,14.533073425292969,17,119.66587829589844,,,
449,,17,,125.54803466796875,,
474,14.248246192932129,18,119.01677703857422,,,
474,,18,,124.83394622802734,,
499,13.635865211486816,19,118.3707504272461,,,
499,,19,,124.12015533447266,,
524,13.537631034851074,20,117.72115325927734,,,
524,,20,,123.41797637939453,,
549,13.374938011169434,21,117.08757781982422,,,
549,,21,,122.71961212158203,,
574,12.377201080322266,22,116.46476745605469,,,
574,,22,,122.02208709716797,,
599,12.341348648071289,23,115.82816314697266,,,
599,,23,,121.33165740966797,,
624,12.424220085144043,24,115.20144653320312,,,
624,,24,,120.64710235595703,,
649,12.175036430358887,25,114.5746078491211,,,
649,,25,,119.9698715209961,,
674,11.788731575012207,26,113.9590072631836,,,
674,,26,,119.28182983398438,,
699,11.743675231933594,27,113.34127807617188,,,
699,,27,,118.61802673339844,,
724,11.692442893981934,28,112.7176742553711,,,
724,,28,,117.94189453125,,
749,11.647724151611328,29,112.11544036865234,,,
749,,29,,117.27838897705078,,
774,11.5795316696167,30,111.5141830444336,,,
774,,30,,116.61280059814453,,
799,11.198403358459473,31,110.92524719238281,,,
799,,31,,115.9611587524414,,
824,11.108144760131836,32,110.31550598144531,,,
824,,32,,115.30499267578125,,
849,10.787363052368164,33,109.73846435546875,,,
849,,33,,114.65679931640625,,
874,10.399212837219238,34,109.15057373046875,,,
874,,34,,114.01477813720703,,
899,10.128580093383789,35,108.55168914794922,,,
899,,35,,113.36888885498047,,
924,9.992561340332031,36,107.96307373046875,,,
924,,36,,112.73918914794922,,
949,9.815671920776367,37,107.39286041259766,,,
949,,37,,112.10317993164062,,
974,9.421860694885254,38,106.8221206665039,,,
974,,38,,111.47329711914062,,
999,9.395270347595215,39,106.23574829101562,,,
999,,39,,110.84612274169922,,
1024,9.371329307556152,40,105.66197204589844,,,
1024,,40,,110.22782897949219,,
1049,9.371329307556152,41,105.10342407226562,,,
1049,,41,,109.61021423339844,,
1074,9.372636795043945,42,104.54731750488281,,,
1074,,42,,108.99525451660156,,
1099,9.217463493347168,43,103.97036743164062,,,
1099,,43,,108.38632202148438,,
1124,8.8262939453125,44,103.41155242919922,,,
1124,,44,,107.7800064086914,,
1149,8.729741096496582,45,102.86094665527344,,,
1149,,45,,107.17593383789062,,
1174,8.620116233825684,46,102.31940460205078,,,
1174,,46,,106.57878875732422,,
1199,8.620116233825684,47,101.76602172851562,,,
1199,,47,,105.98336791992188,,
1224,8.504642486572266,48,101.21819305419922,,,
1224,,48,,105.39068603515625,,
1249,8.504642486572266,49,100.67758178710938,,,
1249,,49,,104.80437469482422,,
1274,8.44594955444336,50,100.13616943359375,,,
1274,,50,,104.22167205810547,,
1299,8.44594955444336,51,99.61013793945312,,,
1299,,51,,103.63721466064453,,
1324,8.346673965454102,52,99.080810546875,,,
1324,,52,,103.06085968017578,,
1349,8.373873710632324,53,98.54690551757812,,,
1349,,53,,102.48954772949219,,
1374,8.373873710632324,54,98.02099609375,,,
1374,,54,,101.92243957519531,,
1399,8.314072608947754,55,97.49685668945312,,,
1399,,55,,101.34970092773438,,
1424,8.320250511169434,56,96.98316192626953,,,
1424,,56,,100.78746032714844,,
1449,8.214482307434082,57,96.45880889892578,,,
1449,,57,,100.23075866699219,,
1474,8.032408714294434,58,95.94076538085938,,,
1474,,58,,99.67422485351562,,
1499,8.032408714294434,59,95.4384765625,,,
1499,,59,,99.1161117553711,,
1524,8.032408714294434,60,94.92333984375,,,
1524,,60,,98.57366180419922,,
