epoch,step,test_mse,test_regret,train_loss,val_mse,val_regret
0,2,,,,1031945216.0,0.22506847977638245
0,2,,,29.134489059448242,,
1,5,,,,1031939904.0,0.42109864950180054
1,5,,,26.527807235717773,,
2,8,,,,1031934080.0,0.42109864950180054
2,8,,,24.49800682067871,,
3,11,,,,1031928512.0,0.42109864950180054
3,11,,,22.672420501708984,,
4,14,,,,1031923328.0,0.42109864950180054
4,14,,,21.061138153076172,,
5,17,,,,1031920768.0,0.42109864950180054
5,17,,,19.92508888244629,,
6,20,,,,1031918400.0,0.42109864950180054
6,20,,,19.326011657714844,,
7,23,,,,1031916160.0,0.20453563332557678
7,23,,,18.768512725830078,,
8,26,,,,1031913856.0,0.06265370547771454
8,26,,,18.251575469970703,,
9,29,,,,1031912128.0,0.06265370547771454
9,29,,,17.783222198486328,,
10,32,,,,1031910208.0,0.06265370547771454
10,32,,,17.319469451904297,,
11,35,,,,1031908224.0,0.06265370547771454
11,35,,,16.915449142456055,,
12,38,,,,1031906432.0,0.03887016698718071
12,38,,,16.52497100830078,,
13,41,,,,1031904576.0,0.03887016698718071
13,41,,,16.16838836669922,,
14,44,,,,1031902912.0,0.03887016698718071
14,44,,,15.83033275604248,,
15,47,,,,1031901312.0,0.03887016698718071
15,47,,,15.505082130432129,,
16,50,,,,1031899456.0,0.03887016698718071
16,50,,,15.214805603027344,,
17,53,,,,1031898752.0,0.03887016698718071
17,53,,,14.967058181762695,,
18,56,,,,1031897984.0,0.03887016698718071
18,56,,,14.83503532409668,,
19,59,,,,1031897088.0,0.03887016698718071
19,59,,,14.709677696228027,,
20,62,,,,1031896448.0,0.03887016698718071
20,62,,,14.58560562133789,,
21,65,,,,1031895936.0,0.03887016698718071
21,65,,,14.479880332946777,,
22,68,,,,1031895680.0,0.03887016698718071
22,68,,,14.419976234436035,,
23,71,,,,1031895232.0,0.03887016698718071
23,71,,,14.36146068572998,,
24,74,,,,1031894912.0,0.03887016698718071
24,74,,,14.304633140563965,,
25,77,,,,1031894848.0,0.03887016698718071
25,77,,,14.25451374053955,,
26,80,,,,1031894656.0,0.03887016698718071
26,80,,,14.227577209472656,,
27,83,,,,1031894400.0,0.03887016698718071
27,83,,,14.199655532836914,,
28,86,,,,1031894208.0,0.03887016698718071
28,86,,,14.171692848205566,,
29,89,,,,1031894144.0,0.03887016698718071
29,89,,,14.147592544555664,,
30,92,,,,1031894016.0,0.03887016698718071
30,92,,,14.134631156921387,,
31,95,,,,1031893888.0,0.03887016698718071
31,95,,,14.120299339294434,,
32,98,,,,1031893888.0,0.03887016698718071
32,98,,,14.106664657592773,,
33,101,,,,1031893824.0,0.03887016698718071
33,101,,,14.094648361206055,,
34,104,,,,1031893824.0,0.03887016698718071
34,104,,,14.087692260742188,,
35,107,,,,1031893824.0,0.03887016698718071
35,107,,,14.080840110778809,,
36,110,,,,1031893824.0,0.03887016698718071
36,110,,,14.073631286621094,,
37,113,,,,1031893632.0,0.03887016698718071
37,113,,,14.067804336547852,,
38,116,,,,1031893696.0,0.03887016698718071
38,116,,,14.064209938049316,,
39,119,,,,1031893696.0,0.03887016698718071
39,119,,,14.060698509216309,,
40,122,,,,1031893632.0,0.03887016698718071
40,122,,,14.057275772094727,,
41,125,,,,1031893632.0,0.03887016698718071
41,125,,,14.054086685180664,,
42,128,,,,1031893632.0,0.03887016698718071
42,128,,,14.05235767364502,,
43,131,,,,1031893632.0,0.03887016698718071
43,131,,,14.050585746765137,,
44,134,,,,1031893632.0,0.03887016698718071
44,134,,,14.048763275146484,,
45,137,,,,1031893632.0,0.03887016698718071
45,137,,,14.047246932983398,,
46,140,,,,1031893632.0,0.03887016698718071
46,140,,,14.046342849731445,,
47,143,,,,1031893632.0,0.03887016698718071
47,143,,,14.045403480529785,,
48,146,,,,1031893632.0,0.03887016698718071
48,146,,,14.044535636901855,,
49,149,,,,1031893632.0,0.03887016698718071
49,149,,,14.043721199035645,,
50,152,,,,1031893632.0,0.03887016698718071
50,152,,,14.043289184570312,,
51,155,,,,1031893632.0,0.03887016698718071
51,155,,,14.042821884155273,,
52,158,,,,1031893632.0,0.03887016698718071
52,158,,,14.0423583984375,,
53,161,,,,1031893632.0,0.03887016698718071
53,161,,,14.041959762573242,,
54,164,,,,1031893632.0,0.03887016698718071
54,164,,,14.04173469543457,,
55,167,,,,1031893632.0,0.03887016698718071
55,167,,,14.041497230529785,,
56,170,,,,1031893632.0,0.03887016698718071
56,170,,,14.041268348693848,,
57,173,,,,1031893632.0,0.03887016698718071
57,173,,,14.041064262390137,,
58,176,,,,1031893632.0,0.03887016698718071
58,176,,,14.040947914123535,,
59,179,,,,1031893632.0,0.03887016698718071
59,179,,,14.04083251953125,,
60,182,,,,1031893632.0,0.03887016698718071
60,182,,,14.0407133102417,,
61,185,,,,1031893632.0,0.03887016698718071
61,185,,,14.040614128112793,,
62,188,,,,1031893632.0,0.03887016698718071
62,188,,,14.040553092956543,,
63,191,,,,1031893632.0,0.03887016698718071
63,191,,,14.040494918823242,,
64,194,,,,1031893632.0,0.03887016698718071
64,194,,,14.040437698364258,,
65,197,,,,1031893632.0,0.03887016698718071
65,197,,,14.040383338928223,,
66,200,,,,1031893632.0,0.03887016698718071
66,200,,,14.040353775024414,,
67,203,,,,1031893632.0,0.03887016698718071
67,203,,,14.040324211120605,,
68,206,,,,1031893632.0,0.03887016698718071
68,206,,,14.04029369354248,,
69,209,,,,1031893632.0,0.03887016698718071
69,209,,,14.04026985168457,,
70,212,,,,1031893632.0,0.03887016698718071
70,212,,,14.040253639221191,,
71,215,,,,1031893632.0,0.03887016698718071
71,215,,,14.040239334106445,,
72,218,,,,1031893632.0,0.03887016698718071
72,218,,,14.040223121643066,,
73,221,,,,1031893632.0,0.03887016698718071
73,221,,,14.040209770202637,,
74,224,,,,1031893632.0,0.03887016698718071
74,224,,,14.040203094482422,,
75,227,,,,1031893632.0,0.03887016698718071
75,227,,,14.04019546508789,,
76,230,,,,1031893632.0,0.03887016698718071
76,230,,,14.040186882019043,,
77,233,,,,1031893632.0,0.03887016698718071
77,233,,,14.040181159973145,,
78,236,,,,1031893632.0,0.03887016698718071
78,236,,,14.040177345275879,,
79,239,,,,1031893632.0,0.03887016698718071
79,239,,,14.04017448425293,,
80,242,,,,1031893632.0,0.03887016698718071
80,242,,,14.040170669555664,,
81,245,,,,1031893632.0,0.03887016698718071
81,245,,,14.040166854858398,,
82,248,,,,1031893632.0,0.03887016698718071
82,248,,,14.040164947509766,,
83,251,,,,1031893632.0,0.03887016698718071
83,251,,,14.04016399383545,,
84,254,,,,1031893632.0,0.03887016698718071
84,254,,,14.0401611328125,,
85,257,,,,1031893632.0,0.03887016698718071
85,257,,,14.0401611328125,,
86,260,,,,1031893632.0,0.03887016698718071
86,260,,,14.040160179138184,,
87,263,,,,1031893632.0,0.03887016698718071
87,263,,,14.04015827178955,,
88,266,,,,1031893632.0,0.03887016698718071
88,266,,,14.040155410766602,,
89,269,,,,1031893632.0,0.03887016698718071
89,269,,,14.040157318115234,,
90,272,,,,1031893632.0,0.03887016698718071
90,272,,,14.040155410766602,,
91,275,,,,1031893632.0,0.03887016698718071
91,275,,,14.040155410766602,,
92,278,,,,1031893632.0,0.03887016698718071
92,278,,,14.040155410766602,,
93,281,,,,1031893632.0,0.03887016698718071
93,281,,,14.040155410766602,,
94,284,,,,1031893632.0,0.03887016698718071
94,284,,,14.040155410766602,,
95,287,,,,1031893632.0,0.03887016698718071
95,287,,,14.040155410766602,,
96,290,,,,1031893632.0,0.03887016698718071
96,290,,,14.040155410766602,,
97,293,,,,1031893632.0,0.03887016698718071
97,293,,,14.040155410766602,,
98,296,,,,1031893632.0,0.03887016698718071
98,296,,,14.040155410766602,,
99,299,,,,1031893632.0,0.03887016698718071
99,299,,,14.040155410766602,,
100,302,,,,1031893632.0,0.03887016698718071
100,302,,,14.040155410766602,,
101,305,,,,1031893632.0,0.03887016698718071
101,305,,,14.040155410766602,,
102,308,,,,1031893632.0,0.03887016698718071
102,308,,,14.040155410766602,,
103,311,,,,1031893632.0,0.03887016698718071
103,311,,,14.040155410766602,,
104,314,,,,1031893632.0,0.03887016698718071
104,314,,,14.040155410766602,,
105,317,,,,1031893632.0,0.03887016698718071
105,317,,,14.040157318115234,,
106,320,,,,1031893632.0,0.03887016698718071
106,320,,,14.040155410766602,,
107,323,,,,1031893632.0,0.03887016698718071
107,323,,,14.040155410766602,,
108,326,,,,1031893632.0,0.03887016698718071
108,326,,,14.040155410766602,,
109,329,,,,1031893632.0,0.03887016698718071
109,329,,,14.040155410766602,,
110,332,,,,1031893632.0,0.03887016698718071
110,332,,,14.040155410766602,,
111,335,,,,1031893632.0,0.03887016698718071
111,335,,,14.040155410766602,,
112,338,,,,1031893632.0,0.03887016698718071
112,338,,,14.040155410766602,,
113,339,3723657984.0,0.9450038075447083,,,
