epoch,step,train_loss,val_mse,val_regret
0,0,,20.630937576293945,0.02172176167368889
0,2,,21.114103317260742,0.012565282173454762
0,2,0.29897835850715637,,
1,5,,21.09229850769043,0.008200094103813171
1,5,0.298149973154068,,
2,8,,21.103031158447266,0.0
2,8,0.2981288433074951,,
3,11,,21.111074447631836,0.0029037650674581528
3,11,0.29811781644821167,,
4,14,,21.164873123168945,0.003648544428870082
4,14,0.2980562448501587,,
5,17,,21.217716217041016,0.0039335438050329685
5,17,0.29802677035331726,,
6,20,,21.234678268432617,0.0
6,20,0.29799506068229675,,
7,23,,21.222158432006836,0.0
7,23,0.2979641258716583,,
8,26,,21.1957950592041,0.0
8,26,0.2979491353034973,,
9,29,,21.170305252075195,0.0
9,29,0.29794183373451233,,
10,32,,21.15287208557129,0.0
10,32,0.29794102907180786,,
11,35,,21.14951515197754,0.0
11,35,0.297939270734787,,
12,38,,21.150720596313477,0.0
12,38,0.2979356646537781,,
13,41,,21.155481338500977,0.0
13,41,0.29793229699134827,,
14,44,,21.161022186279297,0.0
14,44,0.29793018102645874,,
15,47,,21.163246154785156,0.0
15,47,0.2979293763637543,,
16,50,,21.16494369506836,0.0
16,50,0.29792913794517517,,
17,53,,21.166017532348633,0.0
17,53,0.2979287803173065,,
18,56,,21.166662216186523,0.0
18,56,0.29792848229408264,,
19,59,,21.166831970214844,0.0
19,59,0.2979282736778259,,
20,62,,21.166950225830078,0.0
20,62,0.297928124666214,,
21,65,,21.167028427124023,0.0
21,65,0.29792797565460205,,
22,68,,21.16705322265625,0.0
22,68,0.2979278862476349,,
23,71,,21.16706657409668,0.0
23,71,0.29792776703834534,,
24,74,,21.167078018188477,0.0
24,74,0.29792770743370056,,
25,77,,21.167081832885742,0.0
25,77,0.2979276776313782,,
26,80,,21.16707420349121,0.0
26,80,0.2979276776313782,,
27,83,,21.167064666748047,0.0
27,83,0.2979276478290558,,
28,86,,21.167057037353516,0.0
28,86,0.2979276478290558,,
29,89,,21.167041778564453,0.0
29,89,0.2979276180267334,,
30,92,,21.167024612426758,0.0
30,92,0.2979276180267334,,
31,95,,21.16701316833496,0.0
31,95,0.2979276180267334,,
32,98,,21.167001724243164,0.0
32,98,0.297927588224411,,
33,101,,21.166990280151367,0.0
33,101,0.297927588224411,,
34,104,,21.16697883605957,0.0
34,104,0.2979276180267334,,
35,107,,21.16697120666504,0.0
35,107,0.297927588224411,,
36,110,,21.16696548461914,0.0
36,110,0.2979276180267334,,
37,113,,21.166959762573242,0.0
37,113,0.297927588224411,,
38,116,,21.166954040527344,0.0
38,116,0.297927588224411,,
39,119,,21.166950225830078,0.0
39,119,0.297927588224411,,
40,122,,21.166948318481445,0.0
40,122,0.2979276180267334,,
41,125,,21.166942596435547,0.0
41,125,0.297927588224411,,
42,128,,21.166942596435547,0.0
42,128,0.297927588224411,,
43,131,,21.16693878173828,0.0
43,131,0.297927588224411,,
44,134,,21.16693687438965,0.0
44,134,0.297927588224411,,
45,137,,21.166934967041016,0.0
45,137,0.297927588224411,,
46,140,,21.166934967041016,0.0
46,140,0.297927588224411,,
47,143,,21.166933059692383,0.0
47,143,0.297927588224411,,
48,146,,21.16693115234375,0.0
48,146,0.297927588224411,,
49,149,,21.16693115234375,0.0
49,149,0.297927588224411,,
50,152,,21.16693115234375,0.0
50,152,0.297927588224411,,
51,155,,21.16693115234375,0.0
51,155,0.297927588224411,,
52,158,,21.166929244995117,0.0
52,158,0.297927588224411,,
53,161,,21.166929244995117,0.0
53,161,0.297927588224411,,
54,164,,21.16693115234375,0.0
54,164,0.297927588224411,,
55,167,,21.16693115234375,0.0
55,167,0.2979276180267334,,
56,170,,21.166929244995117,0.0
56,170,0.297927588224411,,
57,173,,21.166929244995117,0.0
57,173,0.297927588224411,,
58,176,,21.166929244995117,0.0
58,176,0.2979276180267334,,
59,179,,21.16693115234375,0.0
59,179,0.297927588224411,,
60,182,,21.166929244995117,0.0
60,182,0.297927588224411,,
61,185,,21.166929244995117,0.0
61,185,0.2979276180267334,,
62,188,,21.166927337646484,0.0
62,188,0.297927588224411,,
63,191,,21.166929244995117,0.0
63,191,0.297927588224411,,
64,194,,21.166929244995117,0.0
64,194,0.297927588224411,,
65,197,,21.166927337646484,0.0
65,197,0.297927588224411,,
66,200,,21.166929244995117,0.0
66,200,0.297927588224411,,
67,203,,21.166929244995117,0.0
67,203,0.297927588224411,,
68,206,,21.166929244995117,0.0
68,206,0.297927588224411,,
69,209,,21.166929244995117,0.0
69,209,0.297927588224411,,
70,212,,21.166929244995117,0.0
70,212,0.297927588224411,,
71,215,,21.166929244995117,0.0
71,215,0.297927588224411,,
72,218,,21.166929244995117,0.0
72,218,0.297927588224411,,
73,221,,21.166929244995117,0.0
73,221,0.297927588224411,,
74,224,,21.166929244995117,0.0
74,224,0.297927588224411,,
75,227,,21.166929244995117,0.0
75,227,0.297927588224411,,
76,230,,21.166927337646484,0.0
76,230,0.297927588224411,,
77,233,,21.166927337646484,0.0
77,233,0.297927588224411,,
78,236,,21.166927337646484,0.0
78,236,0.2979276180267334,,
79,239,,21.166927337646484,0.0
79,239,0.297927588224411,,
80,242,,21.166927337646484,0.0
80,242,0.297927588224411,,
81,245,,21.166927337646484,0.0
81,245,0.297927588224411,,
82,248,,21.16693115234375,0.0
82,248,0.297927588224411,,
83,251,,21.16693115234375,0.0
83,251,0.2979276180267334,,
84,254,,21.16693115234375,0.0
84,254,0.297927588224411,,
85,257,,21.16693115234375,0.0
85,257,0.297927588224411,,
86,260,,21.16693115234375,0.0
86,260,0.297927588224411,,
87,263,,21.16693115234375,0.0
87,263,0.297927588224411,,
88,266,,21.16693115234375,0.0
88,266,0.297927588224411,,
89,269,,21.16693115234375,0.0
89,269,0.2979276180267334,,
90,272,,21.16693115234375,0.0
90,272,0.297927588224411,,
91,275,,21.16693115234375,0.0
91,275,0.2979276180267334,,
92,278,,21.16693115234375,0.0
92,278,0.297927588224411,,
93,281,,21.16693115234375,0.0
93,281,0.297927588224411,,
94,284,,21.16693115234375,0.0
94,284,0.2979276180267334,,
95,287,,21.16693115234375,0.0
95,287,0.297927588224411,,
96,290,,21.16693115234375,0.0
96,290,0.297927588224411,,
97,293,,21.16693115234375,0.0
97,293,0.297927588224411,,
98,296,,21.16693115234375,0.0
98,296,0.297927588224411,,
99,299,,21.16693115234375,0.0
99,299,0.2979276180267334,,
100,302,,21.16693115234375,0.0
100,302,0.2979276180267334,,
101,305,,21.16693115234375,0.0
101,305,0.297927588224411,,
102,308,,21.16693115234375,0.0
102,308,0.297927588224411,,
