step,val_mse,val_regret,epoch,train_loss,test_mse,test_regret
0,143.46890258789062,19.362754821777344,0,,,
24,143.3660125732422,18.50291633605957,0,,,
24,,,0,1319.8118896484375,,
49,143.2719268798828,16.808271408081055,1,,,
49,,,1,1318.4051513671875,,
74,143.19036865234375,14.585375785827637,2,,,
74,,,2,1315.6461181640625,,
99,143.1053924560547,13.455718040466309,3,,,
99,,,3,1312.637451171875,,
124,143.0232391357422,11.74890422821045,4,,,
124,,,4,1310.513427734375,,
149,142.94268798828125,10.89625358581543,5,,,
149,,,5,1308.502685546875,,
174,142.86309814453125,9.91877555847168,6,,,
174,,,6,1305.7939453125,,
199,142.7892303466797,10.067183494567871,7,,,
199,,,7,1301.5621337890625,,
224,142.72174072265625,9.649931907653809,8,,,
224,,,8,1299.586669921875,,
249,142.6494903564453,9.498887062072754,9,,,
249,,,9,1292.9844970703125,,
274,142.58380126953125,9.220636367797852,10,,,
274,,,10,1290.010498046875,,
299,142.52499389648438,8.647416114807129,11,,,
299,,,11,1286.57470703125,,
324,142.46482849121094,8.144335746765137,12,,,
324,,,12,1279.727783203125,,
349,142.40635681152344,8.031486511230469,13,,,
349,,,13,1272.361572265625,,
374,142.35098266601562,8.183879852294922,14,,,
374,,,14,1265.1527099609375,,
399,142.30133056640625,7.619907855987549,15,,,
399,,,15,1258.345947265625,,
424,142.24929809570312,7.351167678833008,16,,,
424,,,16,1248.7471923828125,,
449,142.19708251953125,7.217249870300293,17,,,
449,,,17,1242.040283203125,,
474,142.14956665039062,7.012217998504639,18,,,
474,,,18,1237.2568359375,,
499,142.10809326171875,6.945636749267578,19,,,
499,,,19,1226.64990234375,,
524,142.06256103515625,7.004909038543701,20,,,
524,,,20,1219.8427734375,,
549,142.02029418945312,7.024919033050537,21,,,
549,,,21,1209.9024658203125,,
574,141.97903442382812,7.083103656768799,22,,,
574,,,22,1198.8558349609375,,
599,141.94091796875,6.931056976318359,23,,,
599,,,23,1189.4940185546875,,
624,141.9055633544922,6.880095958709717,24,,,
624,,,24,1182.3768310546875,,
649,141.8697967529297,6.643167018890381,25,,,
649,,,25,1171.8192138671875,,
674,141.83755493164062,6.702688217163086,26,,,
674,,,26,1158.8643798828125,,
699,141.80833435058594,6.635403633117676,27,,,
699,,,27,1148.2431640625,,
724,141.78074645996094,6.733057975769043,28,,,
724,,,28,1138.1312255859375,,
749,141.7532958984375,6.793522834777832,29,,,
749,,,29,1129.305419921875,,
774,141.73004150390625,6.755221366882324,30,,,
774,,,30,1120.551025390625,,
799,141.7056884765625,6.709133148193359,31,,,
799,,,31,1111.2720947265625,,
824,141.69383239746094,6.697366714477539,32,,,
824,,,32,1106.8184814453125,,
849,141.68402099609375,6.814091205596924,33,,,
849,,,33,1102.1044921875,,
874,141.6737823486328,6.7099504470825195,34,,,
874,,,34,1093.3486328125,,
899,141.66128540039062,6.635682582855225,35,,,
899,,,35,1091.3223876953125,,
924,141.65611267089844,6.635682582855225,36,,,
924,,,36,1088.712158203125,,
949,141.6501007080078,6.448479652404785,37,,,
949,,,37,1085.5626220703125,,
974,141.6443328857422,6.448479652404785,38,,,
974,,,38,1085.56298828125,,
999,141.63954162597656,6.448479652404785,39,,,
999,,,39,1082.178466796875,,
1024,141.63442993164062,6.279787063598633,40,,,
1024,,,40,1080.0177001953125,,
1049,141.62881469726562,6.2397589683532715,41,,,
1049,,,41,1077.988525390625,,
1074,141.6230010986328,6.2397589683532715,42,,,
1074,,,42,1077.248779296875,,
1099,141.6180877685547,6.2397589683532715,43,,,
1099,,,43,1076.005126953125,,
1124,141.61204528808594,6.2397589683532715,44,,,
1124,,,44,1074.2562255859375,,
1149,141.60760498046875,6.2397589683532715,45,,,
1149,,,45,1074.2562255859375,,
1174,141.60545349121094,6.2397589683532715,46,,,
1174,,,46,1073.659423828125,,
1199,141.60171508789062,6.3548455238342285,47,,,
1199,,,47,1073.3414306640625,,
1224,141.5995330810547,6.3548455238342285,48,,,
1224,,,48,1072.426025390625,,
1249,141.59707641601562,6.3548455238342285,49,,,
1249,,,49,1070.923583984375,,
1274,141.5958251953125,6.3548455238342285,50,,,
1274,,,50,1070.64990234375,,
1299,141.59422302246094,6.3548455238342285,51,,,
1299,,,51,1070.328125,,
1300,,,52,,138.7942657470703,8.137004852294922
