step,val_regret,epoch,val_mse,train_loss,test_regret,test_mse
0,22.45050811767578,0,147.27072143554688,,,
24,21.753442764282227,0,146.47560119628906,,,
24,,0,,139.5457305908203,,
49,20.712556838989258,1,145.641845703125,,,
49,,1,,138.77066040039062,,
74,20.33684539794922,2,144.8030242919922,,,
74,,2,,138.01466369628906,,
99,19.89520263671875,3,143.993896484375,,,
99,,3,,137.25042724609375,,
124,19.36440086364746,4,143.14385986328125,,,
124,,4,,136.50433349609375,,
149,18.660335540771484,5,142.34849548339844,,,
149,,5,,135.75152587890625,,
174,18.625288009643555,6,141.52206420898438,,,
174,,6,,135.0100555419922,,
199,17.968887329101562,7,140.71046447753906,,,
199,,7,,134.26937866210938,,
224,16.8399600982666,8,139.92617797851562,,,
224,,8,,133.53172302246094,,
249,17.002260208129883,9,139.11634826660156,,,
249,,9,,132.80474853515625,,
274,16.087974548339844,10,138.3185272216797,,,
274,,10,,132.06687927246094,,
299,14.937304496765137,11,137.5238800048828,,,
299,,11,,131.34385681152344,,
324,14.803879737854004,12,136.73480224609375,,,
324,,12,,130.6186065673828,,
349,14.496665000915527,13,135.98338317871094,,,
349,,13,,129.9053192138672,,
374,13.692282676696777,14,135.1953582763672,,,
374,,14,,129.18875122070312,,
399,12.793482780456543,15,134.41094970703125,,,
399,,15,,128.48574829101562,,
424,12.338711738586426,16,133.6432342529297,,,
424,,16,,127.7773666381836,,
449,11.823681831359863,17,132.9036865234375,,,
449,,17,,127.07410430908203,,
474,11.430573463439941,18,132.11383056640625,,,
474,,18,,126.3858871459961,,
499,10.988525390625,19,131.38116455078125,,,
499,,19,,125.68871307373047,,
524,10.972883224487305,20,130.63809204101562,,,
524,,20,,124.99720764160156,,
549,10.522106170654297,21,129.9015350341797,,,
549,,21,,124.3145523071289,,
574,10.460593223571777,22,129.15196228027344,,,
574,,22,,123.64159393310547,,
599,10.267006874084473,23,128.40765380859375,,,
599,,23,,122.9675521850586,,
624,9.843375205993652,24,127.71121978759766,,,
624,,24,,122.2910385131836,,
