step,val_regret,epoch,val_mse,train_loss,test_regret,test_mse
0,22.131175994873047,0,135.50772094726562,,,
24,21.728233337402344,0,134.78546142578125,,,
24,,0,,141.8592529296875,,
49,21.4976806640625,1,134.0509796142578,,,
49,,1,,141.03469848632812,,
74,21.22211456298828,2,133.3461456298828,,,
74,,2,,140.2353515625,,
99,20.203325271606445,3,132.62973022460938,,,
99,,3,,139.4377899169922,,
124,19.77292823791504,4,131.9336700439453,,,
124,,4,,138.64141845703125,,
149,19.22967529296875,5,131.2193145751953,,,
149,,5,,137.85757446289062,,
174,18.61823081970215,6,130.52523803710938,,,
174,,6,,137.0680694580078,,
199,18.057659149169922,7,129.82562255859375,,,
199,,7,,136.2908172607422,,
224,17.330846786499023,8,129.12989807128906,,,
224,,8,,135.5118408203125,,
249,17.253028869628906,9,128.43441772460938,,,
249,,9,,134.74761962890625,,
274,16.78253746032715,10,127.75410461425781,,,
274,,10,,133.98072814941406,,
299,16.267345428466797,11,127.06720733642578,,,
299,,11,,133.21893310546875,,
324,15.697770118713379,12,126.41089630126953,,,
324,,12,,132.46275329589844,,
349,15.18272590637207,13,125.739501953125,,,
349,,13,,131.7125701904297,,
374,14.410776138305664,14,125.07254028320312,,,
374,,14,,130.96351623535156,,
399,13.965511322021484,15,124.40943145751953,,,
399,,15,,130.225830078125,,
424,13.170065879821777,16,123.73433685302734,,,
424,,16,,129.4936065673828,,
449,12.978734970092773,17,123.0845718383789,,,
449,,17,,128.75814819335938,,
474,11.968276023864746,18,122.42721557617188,,,
474,,18,,128.03329467773438,,
499,11.771081924438477,19,121.79032135009766,,,
499,,19,,127.30847930908203,,
524,11.217647552490234,20,121.14673614501953,,,
524,,20,,126.59789276123047,,
549,11.069117546081543,21,120.50357055664062,,,
549,,21,,125.88365936279297,,
574,10.85058307647705,22,119.86761474609375,,,
574,,22,,125.1744155883789,,
599,10.343396186828613,23,119.2424087524414,,,
599,,23,,124.47318267822266,,
624,10.343396186828613,24,118.61604309082031,,,
624,,24,,123.7734146118164,,
649,10.202967643737793,25,117.98542022705078,,,
649,,25,,123.08439636230469,,
674,9.775070190429688,26,117.35596466064453,,,
674,,26,,122.39134979248047,,
699,9.589548110961914,27,116.75074005126953,,,
699,,27,,121.70175170898438,,
724,9.42498779296875,28,116.14590454101562,,,
724,,28,,121.02091979980469,,
749,9.295589447021484,29,115.53096008300781,,,
749,,29,,120.35277557373047,,
774,8.954639434814453,30,114.93032836914062,,,
774,,30,,119.6745376586914,,
799,8.768075942993164,31,114.32306671142578,,,
799,,31,,119.01175689697266,,
824,8.624855041503906,32,113.70550537109375,,,
824,,32,,118.34326171875,,
849,8.547738075256348,33,113.11994934082031,,,
849,,33,,117.6809310913086,,
874,8.12138843536377,34,112.52398681640625,,,
874,,34,,117.0272445678711,,
899,8.024792671203613,35,111.9320297241211,,,
899,,35,,116.37748718261719,,
924,8.006705284118652,36,111.34982299804688,,,
924,,36,,115.72432708740234,,
949,8.019230842590332,37,110.75236511230469,,,
949,,37,,115.08758544921875,,
974,7.901971340179443,38,110.17843627929688,,,
974,,38,,114.43994903564453,,
999,7.962708950042725,39,109.59770202636719,,,
999,,39,,113.80850219726562,,
1024,7.870286464691162,40,109.02210235595703,,,
1024,,40,,113.17676544189453,,
1049,7.74870491027832,41,108.45637512207031,,,
1049,,41,,112.5457992553711,,
1074,7.646629810333252,42,107.8764877319336,,,
1074,,42,,111.9269790649414,,
1099,7.552182197570801,43,107.31211853027344,,,
1099,,43,,111.30758666992188,,
1124,7.386186122894287,44,106.76659393310547,,,
1124,,44,,110.68181610107422,,
1149,7.309473991394043,45,106.19901275634766,,,
1149,,45,,110.07365417480469,,
1174,6.889012336730957,46,105.64836120605469,,,
1174,,46,,109.46371459960938,,
1199,6.791574001312256,47,105.09002685546875,,,
1199,,47,,108.86247253417969,,
1224,6.80195426940918,48,104.54220581054688,,,
1224,,48,,108.25457763671875,,
1249,6.7842793464660645,49,104.00035858154297,,,
1249,,49,,107.65643310546875,,
1274,6.780083656311035,50,103.44963073730469,,,
1274,,50,,107.0635757446289,,
1299,6.727423191070557,51,102.9165267944336,,,
1299,,51,,106.47673034667969,,
1324,6.761236190795898,52,102.3801040649414,,,
1324,,52,,105.87850952148438,,
1349,6.761236190795898,53,101.84113311767578,,,
1349,,53,,105.30115509033203,,
1374,6.761236190795898,54,101.31863403320312,,,
1374,,54,,104.71292114257812,,
1399,6.761236190795898,55,100.77445220947266,,,
1399,,55,,104.14191436767578,,
1424,6.762866020202637,56,100.5125503540039,,,
1424,,56,,103.6988754272461,,
1449,6.709005832672119,57,100.2477035522461,,,
1449,,57,,103.41524505615234,,
1474,6.495158672332764,58,99.98430633544922,,,
1474,,58,,103.12590789794922,,
1499,6.495158672332764,59,99.71607208251953,,,
1499,,59,,102.8445053100586,,
1524,6.598545074462891,60,99.46045684814453,,,
1524,,60,,102.5556411743164,,
1549,6.620306968688965,61,99.20043182373047,,,
1549,,61,,102.27458953857422,,
1574,6.691998481750488,62,98.93262481689453,,,
1574,,62,,101.99101257324219,,
1599,6.751506805419922,63,98.8045883178711,,,
1599,,63,,101.77472686767578,,
1624,6.751506805419922,64,98.67539978027344,,,
1624,,64,,101.63420867919922,,
1649,6.751506805419922,65,98.54380798339844,,,
1649,,65,,101.49130249023438,,
1674,6.751506805419922,66,98.41265869140625,,,
1674,,66,,101.35094451904297,,
1699,6.751506805419922,67,98.34898376464844,,,
1699,,67,,101.24274444580078,,
1724,6.751506805419922,68,98.2827377319336,,,
1724,,68,,101.17149353027344,,
1725,,69,,,7.1917724609375,103.57211303710938
