step,val_mse,val_regret,epoch,train_loss,test_mse,test_regret
0,131.9667510986328,20.46095085144043,0,,,
24,131.85740661621094,19.272666931152344,0,,,
24,,,0,1435.563232421875,,
49,131.7645263671875,16.914579391479492,1,,,
49,,,1,1434.369384765625,,
74,131.6707305908203,15.175009727478027,2,,,
74,,,2,1433.500732421875,,
99,131.5823211669922,14.396919250488281,3,,,
99,,,3,1432.1424560546875,,
124,131.4893798828125,14.174960136413574,4,,,
124,,,4,1429.4658203125,,
149,131.40359497070312,13.961882591247559,5,,,
149,,,5,1425.5732421875,,
174,131.31915283203125,13.655525207519531,6,,,
174,,,6,1423.1552734375,,
199,131.2380828857422,12.329920768737793,7,,,
199,,,7,1420.5504150390625,,
224,131.1592559814453,10.564632415771484,8,,,
224,,,8,1416.454345703125,,
249,131.08224487304688,10.150237083435059,9,,,
249,,,9,1410.5028076171875,,
274,131.00662231445312,9.688873291015625,10,,,
274,,,10,1405.279052734375,,
299,130.93115234375,9.591957092285156,11,,,
299,,,11,1394.630615234375,,
324,130.86183166503906,9.081905364990234,12,,,
324,,,12,1391.6495361328125,,
349,130.79957580566406,8.596464157104492,13,,,
349,,,13,1384.8673095703125,,
374,130.73440551757812,8.694001197814941,14,,,
374,,,14,1378.099365234375,,
399,130.67596435546875,8.558834075927734,15,,,
399,,,15,1371.583251953125,,
424,130.6215362548828,8.652933120727539,16,,,
424,,,16,1365.23681640625,,
449,130.56927490234375,8.492238998413086,17,,,
449,,,17,1358.1494140625,,
474,130.51788330078125,8.589938163757324,18,,,
474,,,18,1346.442138671875,,
499,130.46876525878906,8.715753555297852,19,,,
499,,,19,1338.0394287109375,,
524,130.42506408691406,8.552781105041504,20,,,
524,,,20,1331.278076171875,,
549,130.38084411621094,8.447076797485352,21,,,
549,,,21,1323.764404296875,,
574,130.3390350341797,8.606892585754395,22,,,
574,,,22,1313.1673583984375,,
599,130.30003356933594,8.526103973388672,23,,,
599,,,23,1308.3419189453125,,
624,130.26309204101562,8.331709861755371,24,,,
624,,,24,1299.8746337890625,,
649,130.23202514648438,8.324402809143066,25,,,
649,,,25,1290.7498779296875,,
674,130.2024688720703,8.16136360168457,26,,,
674,,,26,1286.00927734375,,
699,130.16567993164062,7.971685409545898,27,,,
699,,,27,1278.8680419921875,,
724,130.13720703125,8.021584510803223,28,,,
724,,,28,1269.2822265625,,
749,130.10406494140625,8.021584510803223,29,,,
749,,,29,1263.793212890625,,
774,130.07879638671875,8.107852935791016,30,,,
774,,,30,1250.6773681640625,,
799,130.05548095703125,8.140213012695312,31,,,
799,,,31,1240.6151123046875,,
824,130.04278564453125,8.059959411621094,32,,,
824,,,32,1229.3973388671875,,
849,130.03224182128906,8.059959411621094,33,,,
849,,,33,1223.5399169921875,,
874,130.0189971923828,8.059959411621094,34,,,
874,,,34,1219.9342041015625,,
899,130.00772094726562,8.059959411621094,35,,,
899,,,35,1213.54638671875,,
924,130.0029296875,8.127193450927734,36,,,
924,,,36,1210.481689453125,,
949,129.99554443359375,8.127193450927734,37,,,
949,,,37,1207.9493408203125,,
950,,,38,,129.840087890625,8.115568161010742
