step,val_regret,epoch,val_mse,train_loss,test_regret,test_mse
0,22.614782333374023,0,149.59519958496094,,,
24,22.086692810058594,0,148.7286376953125,,,
24,,0,,143.51617431640625,,
49,21.479026794433594,1,147.8561248779297,,,
49,,1,,142.7079315185547,,
74,21.27518081665039,2,147.01560974121094,,,
74,,2,,141.90101623535156,,
99,19.739768981933594,3,146.17178344726562,,,
99,,3,,141.11183166503906,,
124,19.163345336914062,4,145.3301239013672,,,
124,,4,,140.3212432861328,,
149,19.121938705444336,5,144.50527954101562,,,
149,,5,,139.52630615234375,,
174,18.066518783569336,6,143.6770477294922,,,
174,,6,,138.7471466064453,,
199,17.689672470092773,7,142.8486785888672,,,
199,,7,,137.97055053710938,,
224,17.108808517456055,8,142.03768920898438,,,
224,,8,,137.1907958984375,,
249,16.635496139526367,9,141.2171630859375,,,
249,,9,,136.42086791992188,,
274,16.162973403930664,10,140.40235900878906,,,
274,,10,,135.65484619140625,,
299,15.402637481689453,11,139.59368896484375,,,
299,,11,,134.89468383789062,,
324,15.168279647827148,12,138.7818603515625,,,
324,,12,,134.14138793945312,,
349,14.024669647216797,13,137.98129272460938,,,
349,,13,,133.38369750976562,,
374,13.689410209655762,14,137.19644165039062,,,
374,,14,,132.6379852294922,,
399,12.766801834106445,15,136.4168243408203,,,
399,,15,,131.8937225341797,,
424,11.947486877441406,16,135.6254425048828,,,
424,,16,,131.16387939453125,,
449,11.65365219116211,17,134.8550567626953,,,
449,,17,,130.42430114746094,,
474,11.355478286743164,18,134.0895538330078,,,
474,,18,,129.69735717773438,,
499,10.913969993591309,19,133.3240203857422,,,
499,,19,,128.9733123779297,,
524,10.746499061584473,20,132.55874633789062,,,
524,,20,,128.2560272216797,,
549,10.392128944396973,21,131.81158447265625,,,
549,,21,,127.5365219116211,,
574,9.928464889526367,22,131.0587921142578,,,
574,,22,,126.82919311523438,,
599,9.171174049377441,23,130.3018341064453,,,
599,,23,,126.12445068359375,,
624,9.171174049377441,24,129.54653930664062,,,
624,,24,,125.42493438720703,,
649,8.50085735321045,25,128.82510375976562,,,
649,,25,,124.71649169921875,,
674,8.476280212402344,26,128.07615661621094,,,
674,,26,,124.03296661376953,,
699,8.3469877243042,27,127.35289001464844,,,
699,,27,,123.3373794555664,,
724,8.3469877243042,28,126.63549041748047,,,
724,,28,,122.65165710449219,,
749,8.184796333312988,29,125.93018341064453,,,
749,,29,,121.97112274169922,,
774,8.225798606872559,30,125.19523620605469,,,
774,,30,,121.29788970947266,,
799,8.173314094543457,31,124.47969818115234,,,
799,,31,,120.62528228759766,,
824,8.049576759338379,32,123.77371215820312,,,
824,,32,,119.95291900634766,,
849,7.863872051239014,33,123.06796264648438,,,
849,,33,,119.2898941040039,,
874,7.624993801116943,34,122.37570190429688,,,
874,,34,,118.62576293945312,,
899,7.560904502868652,35,121.6861801147461,,,
899,,35,,117.97572326660156,,
924,7.4652018547058105,36,120.99964141845703,,,
924,,36,,117.31717681884766,,
949,7.384066104888916,37,120.30755615234375,,,
949,,37,,116.67338562011719,,
974,7.297906398773193,38,119.62471771240234,,,
974,,38,,116.02716064453125,,
999,7.499910831451416,39,118.94705200195312,,,
999,,39,,115.38481140136719,,
1024,7.277858734130859,40,118.27497863769531,,,
1024,,40,,114.74789428710938,,
1049,7.248931407928467,41,117.60076141357422,,,
1049,,41,,114.11680603027344,,
1074,7.303172588348389,42,116.95132446289062,,,
1074,,42,,113.48267364501953,,
1099,7.303172588348389,43,116.27898406982422,,,
1099,,43,,112.86125946044922,,
