epoch,step,train_loss,val_mse,val_regret
0,2,,15.903745651245117,0.017814908176660538
0,2,2.659120798110962,,
1,5,,16.105375289916992,0.0
1,5,0.4385613203048706,,
2,8,,16.250782012939453,0.01073851715773344
2,8,0.31794920563697815,,
3,11,,16.332103729248047,0.0031835013069212437
3,11,0.23694062232971191,,
4,14,,16.428974151611328,0.0016209374880418181
4,14,0.13308219611644745,,
5,17,,16.515108108520508,0.0
5,17,0.08254694193601608,,
6,20,,16.55445098876953,0.0
6,20,0.053249750286340714,,
7,23,,16.576093673706055,0.0
7,23,0.0335143581032753,,
8,26,,16.60576820373535,0.0
8,26,0.024047665297985077,,
9,29,,16.638898849487305,0.0
9,29,0.01868267171084881,,
10,32,,16.6540470123291,0.0
10,32,0.01338925864547491,,
11,35,,16.666248321533203,0.0
11,35,0.006984012667089701,,
12,38,,16.68088722229004,0.0
12,38,0.004644790198653936,,
13,41,,16.69279670715332,0.0
13,41,0.00598486652597785,,
14,44,,16.695331573486328,0.0
14,44,0.004634714685380459,,
15,47,,16.696813583374023,0.0
15,47,0.002177492016926408,,
16,50,,16.694950103759766,0.0
16,50,0.0011065562721341848,,
17,53,,16.692899703979492,0.0
17,53,7.090237340889871e-05,,
18,56,,16.691457748413086,0.0
18,56,0.00011929372703889385,,
19,59,,16.68983268737793,0.0
19,59,0.00010798474249895662,,
20,62,,16.688390731811523,0.0
20,62,5.210141171119176e-05,,
21,65,,16.686683654785156,0.0
21,65,1.1283159437880386e-05,,
22,68,,16.685998916625977,0.0
22,68,3.8444994743258576e-07,,
23,71,,16.68549156188965,0.0
23,71,9.6691974249552e-07,,
24,74,,16.685117721557617,0.0
24,74,7.645951427548425e-07,,
25,77,,16.684843063354492,0.0
25,77,3.460380639808136e-07,,
26,80,,16.684741973876953,0.0
26,80,1.9934442718749779e-07,,
27,83,,16.684667587280273,0.0
27,83,1.258320310171257e-07,,
28,86,,16.68461036682129,0.0
28,86,2.4835268064293814e-08,,
29,89,,16.684572219848633,0.0
29,89,9.437402326284428e-08,,
30,92,,16.68455696105957,0.0
30,92,7.450580596923828e-08,,
31,95,,16.684547424316406,0.0
31,95,5.397531666062605e-08,,
32,98,,16.684537887573242,0.0
32,98,3.443824070359369e-08,,
33,101,,16.684532165527344,0.0
33,101,1.1722246995304886e-07,,
34,104,,16.684528350830078,0.0
34,104,-1.655684656043377e-08,,
35,107,,16.684528350830078,0.0
35,107,1.2914339819758425e-08,,
36,110,,16.684526443481445,0.0
36,110,7.119443523606606e-08,,
37,113,,16.684526443481445,0.0
37,113,6.192260570969665e-08,,
38,116,,16.684526443481445,0.0
38,116,4.404120801382305e-08,,
39,119,,16.684526443481445,0.0
39,119,1.7550256359299965e-08,,
40,122,,16.684526443481445,0.0
40,122,1.3841523127666733e-07,,
41,125,,16.68452262878418,0.0
41,125,-3.1789145538141383e-08,,
42,128,,16.68452262878418,0.0
42,128,1.7219120351796846e-08,,
43,131,,16.68452262878418,0.0
43,131,1.0265244654306116e-08,,
44,134,,16.68452262878418,0.0
44,134,2.81466370211092e-08,,
45,137,,16.684524536132812,0.0
45,137,5.16573592790337e-08,,
46,140,,16.684524536132812,0.0
46,140,9.735425265944286e-08,,
47,143,,16.68452262878418,0.0
47,143,4.8014854314715194e-08,,
48,146,,16.68452262878418,0.0
48,146,-1.7550256359299965e-08,,
49,149,,16.684524536132812,0.0
49,149,1.9868215961338365e-09,,
50,152,,16.684524536132812,0.0
50,152,3.311369234371142e-10,,
51,155,,16.684524536132812,0.0
51,155,-5.397531666062605e-08,,
52,158,,16.684524536132812,0.0
52,158,-2.9802322831784522e-09,,
53,161,,16.684524536132812,0.0
53,161,5.364417887676609e-08,,
54,164,,16.684524536132812,0.0
54,164,2.9140048596332235e-08,,
55,167,,16.684524536132812,0.0
55,167,2.9471184603835354e-08,,
56,170,,16.684524536132812,0.0
56,170,4.3378935998816814e-08,,
57,173,,16.684524536132812,0.0
57,173,4.470348358154297e-08,,
58,176,,16.684524536132812,0.0
58,176,6.655852047288136e-08,,
59,179,,16.684524536132812,0.0
59,179,6.986989120605358e-08,,
60,182,,16.684524536132812,0.0
60,182,6.258487417198921e-08,,
61,185,,16.684524536132812,0.0
61,185,3.940529325063835e-08,,
62,188,,16.684524536132812,0.0
62,188,4.933940189744135e-08,,
63,191,,16.684524536132812,0.0
63,191,3.543165050245989e-08,,
64,194,,16.684524536132812,0.0
64,194,5.4637592228345966e-08,,
65,197,,16.684524536132812,0.0
65,197,4.735257874699528e-08,,
66,200,,16.684524536132812,0.0
66,200,3.079573218656151e-08,,
67,203,,16.684524536132812,0.0
67,203,2.7484363229746123e-08,,
68,206,,16.684524536132812,0.0
68,206,3.940529325063835e-08,,
69,209,,16.684524536132812,0.0
69,209,3.80807456679122e-08,,
70,212,,16.684524536132812,0.0
70,212,5.927350699153067e-08,,
71,215,,16.684524536132812,0.0
71,215,4.205438841609066e-08,,
72,218,,16.684524536132812,0.0
72,218,4.933940189744135e-08,,
73,221,,16.684524536132812,0.0
73,221,2.8808910812472277e-08,,
74,224,,16.684524536132812,0.0
74,224,7.51680815369582e-08,,
75,227,,16.684524536132812,0.0
75,227,3.278255533700758e-08,,
76,230,,16.684524536132812,0.0
76,230,6.457170087514896e-08,,
77,233,,16.684524536132812,0.0
77,233,2.81466370211092e-08,,
78,236,,16.684524536132812,0.0
78,236,4.867712632972143e-08,,
79,239,,16.684524536132812,0.0
79,239,3.675619808518604e-08,,
80,242,,16.684524536132812,0.0
80,242,4.967053612858763e-08,,
81,245,,16.684524536132812,0.0
81,245,7.649262556697067e-08,,
82,248,,16.684524536132812,0.0
82,248,3.940529325063835e-08,,
83,251,,16.684524536132812,0.0
83,251,4.0729840833364506e-08,,
84,254,,16.684524536132812,0.0
84,254,4.1392112848370743e-08,,
85,257,,16.684524536132812,0.0
85,257,3.013346017155527e-08,,
86,260,,16.684524536132812,0.0
86,260,4.006756526564459e-08,,
87,263,,16.684524536132812,0.0
87,263,3.80807456679122e-08,,
88,266,,16.684524536132812,0.0
88,266,4.933940189744135e-08,,
89,269,,16.684524536132812,0.0
89,269,2.6159815647019968e-08,,
90,272,,16.684524536132812,0.0
90,272,5.5299864243352204e-08,,
91,275,,16.684524536132812,0.0
91,275,4.933940189744135e-08,,
92,278,,16.684524536132812,0.0
92,278,5.198849706289366e-08,,
93,281,,16.684524536132812,0.0
93,281,6.324714973970913e-08,,
94,284,,16.684524536132812,0.0
94,284,4.8014854314715194e-08,,
95,287,,16.684524536132812,0.0
95,287,3.8743017682918435e-08,,
96,290,,16.684524536132812,0.0
96,290,4.669030673198904e-08,,
97,293,,16.684524536132812,0.0
97,293,4.205438841609066e-08,,
98,296,,16.684524536132812,0.0
98,296,5.2650769077899895e-08,,
99,299,,16.684524536132812,0.0
99,299,3.543165050245989e-08,,
100,302,,16.684524536132812,0.0
100,302,4.735257874699528e-08,,
