step,val_regret,epoch,val_mse,train_loss,test_regret,test_mse
0,21.104223251342773,0,144.24900817871094,,,
24,20.580669403076172,0,143.4637908935547,,,
24,,0,,141.75343322753906,,
49,20.4631404876709,1,142.66275024414062,,,
49,,1,,140.9433135986328,,
74,20.327058792114258,2,141.87026977539062,,,
74,,2,,140.1268768310547,,
99,20.027000427246094,3,141.09075927734375,,,
99,,3,,139.3179473876953,,
124,19.302261352539062,4,140.31541442871094,,,
124,,4,,138.51138305664062,,
149,18.485246658325195,5,139.51651000976562,,,
149,,5,,137.7193145751953,,
174,18.42847442626953,6,138.76821899414062,,,
174,,6,,136.91290283203125,,
199,17.859050750732422,7,137.98873901367188,,,
199,,7,,136.12957763671875,,
224,17.430130004882812,8,137.20469665527344,,,
224,,8,,135.34913635253906,,
249,17.133047103881836,9,136.44529724121094,,,
249,,9,,134.5648193359375,,
274,16.611879348754883,10,135.69554138183594,,,
274,,10,,133.7873992919922,,
299,15.480324745178223,11,134.9478759765625,,,
299,,11,,133.02627563476562,,
324,15.11035442352295,12,134.19264221191406,,,
324,,12,,132.25872802734375,,
349,14.528717994689941,13,133.46580505371094,,,
349,,13,,131.49664306640625,,
374,13.871603012084961,14,132.7258758544922,,,
374,,14,,130.7525634765625,,
399,13.321228981018066,15,132.01385498046875,,,
399,,15,,129.99461364746094,,
424,13.153451919555664,16,131.27691650390625,,,
424,,16,,129.25814819335938,,
449,12.790275573730469,17,130.55030822753906,,,
449,,17,,128.51730346679688,,
474,12.273848533630371,18,129.8332061767578,,,
474,,18,,127.7900390625,,
499,12.163198471069336,19,129.1199951171875,,,
499,,19,,127.053466796875,,
524,11.739776611328125,20,128.42970275878906,,,
524,,20,,126.33403015136719,,
549,11.739776611328125,21,127.70287322998047,,,
549,,21,,125.61466979980469,,
574,11.618152618408203,22,127.00031280517578,,,
574,,22,,124.90206909179688,,
599,11.618152618408203,23,126.30555725097656,,,
599,,23,,124.1935043334961,,
624,11.411574363708496,24,125.6371078491211,,,
624,,24,,123.4823226928711,,
649,11.334904670715332,25,124.93635559082031,,,
649,,25,,122.78819274902344,,
674,11.204445838928223,26,124.25218963623047,,,
674,,26,,122.08812713623047,,
699,10.831064224243164,27,123.57119750976562,,,
699,,27,,121.39839935302734,,
724,10.45373821258545,28,122.89777374267578,,,
724,,28,,120.70557403564453,,
749,10.32765007019043,29,122.21575927734375,,,
749,,29,,120.02978515625,,
774,10.135993003845215,30,121.55874633789062,,,
774,,30,,119.34510803222656,,
799,10.107898712158203,31,120.89973449707031,,,
799,,31,,118.67082214355469,,
824,10.162137985229492,32,120.23248291015625,,,
824,,32,,118.00067138671875,,
849,9.831229209899902,33,119.58702087402344,,,
849,,33,,117.32809448242188,,
874,9.910321235656738,34,118.92127227783203,,,
874,,34,,116.67253875732422,,
899,9.833982467651367,35,118.29680633544922,,,
899,,35,,116.00689697265625,,
924,9.450124740600586,36,117.64044952392578,,,
924,,36,,115.36412811279297,,
949,9.2440824508667,37,117.00021362304688,,,
949,,37,,114.70469665527344,,
974,9.176658630371094,38,116.36807250976562,,,
974,,38,,114.05817413330078,,
999,9.166764259338379,39,115.7383041381836,,,
999,,39,,113.41862487792969,,
1024,9.166764259338379,40,115.10311889648438,,,
1024,,40,,112.78153228759766,,
1049,8.711784362792969,41,114.47521209716797,,,
1049,,41,,112.14533233642578,,
1074,8.651735305786133,42,113.86511993408203,,,
1074,,42,,111.51216888427734,,
1099,8.651735305786133,43,113.2403335571289,,,
1099,,43,,110.89041900634766,,
1124,8.483203887939453,44,112.63727569580078,,,
1124,,44,,110.26255798339844,,
1149,8.408597946166992,45,112.0146484375,,,
1149,,45,,109.65185546875,,
1174,8.240571022033691,46,111.41876983642578,,,
1174,,46,,109.02754974365234,,
1199,8.23757266998291,47,110.81576538085938,,,
1199,,47,,108.41647338867188,,
1224,8.010549545288086,48,110.21146392822266,,,
1224,,48,,107.81388854980469,,
1249,8.025575637817383,49,109.6223373413086,,,
1249,,49,,107.20423889160156,,
1274,8.025575637817383,50,109.02935791015625,,,
1274,,50,,106.607421875,,
1299,8.025575637817383,51,108.43875122070312,,,
1299,,51,,106.00890350341797,,
1324,8.071725845336914,52,107.86288452148438,,,
1324,,52,,105.4164810180664,,
1349,8.117079734802246,53,107.56436157226562,,,
1349,,53,,104.96683502197266,,
1374,8.117079734802246,54,107.27777099609375,,,
1374,,54,,104.67143249511719,,
1399,8.117079734802246,55,106.98790740966797,,,
1399,,55,,104.3792495727539,,
1424,8.117079734802246,56,106.69486236572266,,,
1424,,56,,104.08636474609375,,
1449,8.117079734802246,57,106.55179595947266,,,
1449,,57,,103.86410522460938,,
1474,8.117079734802246,58,106.40642547607422,,,
1474,,58,,103.71910095214844,,
1475,,59,,,10.846622467041016,113.72463989257812
