step,val_mse,val_regret,epoch,train_loss,test_mse,test_regret
0,146.3280487060547,24.819509506225586,0,,,
24,146.1543731689453,22.993478775024414,0,,,
24,,,0,1420.8941650390625,,
49,145.9883270263672,21.663206100463867,1,,,
49,,,1,1421.706298828125,,
74,145.82183837890625,20.16785430908203,2,,,
74,,,2,1421.1429443359375,,
99,145.66529846191406,18.302183151245117,3,,,
99,,,3,1419.7801513671875,,
124,145.51219177246094,16.33253288269043,4,,,
124,,,4,1418.731689453125,,
149,145.35647583007812,15.072277069091797,5,,,
149,,,5,1418.49267578125,,
174,145.2019500732422,14.086640357971191,6,,,
174,,,6,1417.2562255859375,,
199,145.05133056640625,13.509439468383789,7,,,
199,,,7,1415.1390380859375,,
224,144.9035186767578,12.786850929260254,8,,,
224,,,8,1412.5244140625,,
249,144.761474609375,11.54530143737793,9,,,
249,,,9,1408.534423828125,,
274,144.6187744140625,11.080962181091309,10,,,
274,,,10,1404.0196533203125,,
299,144.47454833984375,10.937694549560547,11,,,
299,,,11,1397.5018310546875,,
324,144.34323120117188,10.433039665222168,12,,,
324,,,12,1392.918701171875,,
349,144.20558166503906,10.502851486206055,13,,,
349,,,13,1388.953125,,
374,144.07870483398438,9.972121238708496,14,,,
374,,,14,1383.7310791015625,,
399,143.95904541015625,9.387726783752441,15,,,
399,,,15,1378.4200439453125,,
424,143.8393096923828,8.602420806884766,16,,,
424,,,16,1372.1796875,,
449,143.7202911376953,8.216509819030762,17,,,
449,,,17,1368.6663818359375,,
474,143.60694885253906,7.777683258056641,18,,,
474,,,18,1361.342529296875,,
499,143.4997100830078,7.606942176818848,19,,,
499,,,19,1354.7611083984375,,
524,143.39068603515625,7.413569927215576,20,,,
524,,,20,1347.5904541015625,,
549,143.27955627441406,7.298875331878662,21,,,
549,,,21,1338.7132568359375,,
574,143.17904663085938,7.5739288330078125,22,,,
574,,,22,1330.6795654296875,,
599,143.07850646972656,7.5185418128967285,23,,,
599,,,23,1322.8118896484375,,
624,142.98440551757812,7.423809051513672,24,,,
624,,,24,1314.0804443359375,,
649,142.89337158203125,7.5091729164123535,25,,,
649,,,25,1305.5899658203125,,
674,142.84437561035156,7.5470781326293945,26,,,
674,,,26,1299.7371826171875,,
699,142.79632568359375,7.5470781326293945,27,,,
699,,,27,1293.955810546875,,
724,142.75308227539062,7.676181793212891,28,,,
724,,,28,1287.799072265625,,
749,142.70921325683594,7.678760528564453,29,,,
749,,,29,1284.838623046875,,
774,142.68743896484375,7.678760528564453,30,,,
774,,,30,1281.558349609375,,
799,142.6669464111328,7.6392388343811035,31,,,
799,,,31,1277.1402587890625,,
800,,,32,,142.38052368164062,7.504887104034424
