step,val_mse,val_regret,epoch,train_loss,test_mse,test_regret
0,141.59898376464844,19.169851303100586,0,,,
24,140.76913452148438,19.05316925048828,0,,,
24,,,0,138.15347290039062,,
49,139.9724884033203,18.74115562438965,1,,,
49,,,1,137.3629913330078,,
74,139.1837158203125,17.444547653198242,2,,,
74,,,2,136.5791473388672,,
99,138.3717803955078,16.93395233154297,3,,,
99,,,3,135.81007385253906,,
124,137.58203125,15.764610290527344,4,,,
124,,,4,135.0366668701172,,
149,136.7926483154297,15.415319442749023,5,,,
149,,,5,134.27020263671875,,
174,136.01300048828125,15.128684043884277,6,,,
174,,,6,133.51278686523438,,
199,135.24949645996094,14.706647872924805,7,,,
199,,,7,132.7511749267578,,
224,134.46214294433594,14.244388580322266,8,,,
224,,,8,132.00852966308594,,
249,133.71878051757812,14.265084266662598,9,,,
249,,,9,131.24990844726562,,
274,132.95831298828125,13.548959732055664,10,,,
274,,,10,130.51173400878906,,
299,132.2008056640625,13.253386497497559,11,,,
299,,,11,129.77999877929688,,
324,131.45852661132812,12.936175346374512,12,,,
324,,,12,129.0450439453125,,
349,130.70755004882812,12.591192245483398,13,,,
349,,,13,128.3192596435547,,
374,129.96966552734375,12.087367057800293,14,,,
374,,,14,127.59437561035156,,
399,129.2174072265625,11.407337188720703,15,,,
399,,,15,126.87952423095703,,
424,128.4830322265625,11.167332649230957,16,,,
424,,,16,126.1683578491211,,
449,127.75121307373047,11.020050048828125,17,,,
449,,,17,125.45389556884766,,
474,127.03491973876953,10.887795448303223,18,,,
474,,,18,124.75344848632812,,
499,126.32564544677734,10.58873176574707,19,,,
499,,,19,124.04743957519531,,
524,125.61592864990234,10.48254108428955,20,,,
524,,,20,123.35169219970703,,
549,124.89605712890625,10.072513580322266,21,,,
549,,,21,122.66077423095703,,
574,124.18596649169922,10.072513580322266,22,,,
574,,,22,121.97687530517578,,
599,123.49702453613281,9.844120025634766,23,,,
599,,,23,121.28486633300781,,
624,122.79764556884766,9.846339225769043,24,,,
624,,,24,120.60836029052734,,
649,122.10163116455078,9.801436424255371,25,,,
649,,,25,119.93408966064453,,
674,121.40629577636719,9.71270751953125,26,,,
674,,,26,119.2646484375,,
699,120.73584747314453,9.98335075378418,27,,,
699,,,27,118.59050750732422,,
724,120.05695343017578,9.886916160583496,28,,,
724,,,28,117.93224334716797,,
749,119.38412475585938,9.886916160583496,29,,,
749,,,29,117.27811431884766,,
774,118.70538330078125,9.830737113952637,30,,,
774,,,30,116.61984252929688,,
799,118.37974548339844,9.830737113952637,31,,,
799,,,31,116.11575317382812,,
824,118.04792022705078,9.546134948730469,32,,,
824,,,32,115.79170989990234,,
849,117.6986312866211,9.546134948730469,33,,,
849,,,33,115.47608184814453,,
874,117.37028503417969,9.507731437683105,34,,,
874,,,34,115.144287109375,,
899,117.04600524902344,9.541526794433594,35,,,
899,,,35,114.82357788085938,,
924,116.71646118164062,9.4264497756958,36,,,
924,,,36,114.50338745117188,,
949,116.38522338867188,9.349004745483398,37,,,
949,,,37,114.18142700195312,,
974,116.05846405029297,9.349004745483398,38,,,
974,,,38,113.86344909667969,,
999,115.73226928710938,9.029354095458984,39,,,
999,,,39,113.54158020019531,,
1024,115.40473937988281,8.940447807312012,40,,,
1024,,,40,113.22391510009766,,
1049,115.07032012939453,8.774650573730469,41,,,
1049,,,41,112.91064453125,,
1074,114.75499725341797,8.694228172302246,42,,,
1074,,,42,112.58785247802734,,
1099,114.43109130859375,8.614485740661621,43,,,
1099,,,43,112.2730941772461,,
1124,114.10322570800781,8.614485740661621,44,,,
1124,,,44,111.95936584472656,,
1149,113.78504943847656,8.568081855773926,45,,,
1149,,,45,111.64686584472656,,
1174,113.45777130126953,8.568081855773926,46,,,
1174,,,46,111.33200073242188,,
1199,113.14543151855469,8.568081855773926,47,,,
1199,,,47,111.01693725585938,,
1224,112.81773376464844,8.491701126098633,48,,,
1224,,,48,110.71040344238281,,
1249,112.50725555419922,8.409591674804688,49,,,
1249,,,49,110.39608764648438,,
1274,112.18611145019531,8.409591674804688,50,,,
1274,,,50,110.087158203125,,
1299,111.86583709716797,8.362346649169922,51,,,
1299,,,51,109.77848815917969,,
1324,111.55056762695312,8.362346649169922,52,,,
1324,,,52,109.46898651123047,,
1349,111.23193359375,8.362346649169922,53,,,
1349,,,53,109.16264343261719,,
1374,110.91506958007812,8.244688034057617,54,,,
1374,,,54,108.85770416259766,,
1399,110.60778045654297,8.244688034057617,55,,,
1399,,,55,108.54827117919922,,
1424,110.29583740234375,8.422647476196289,56,,,
1424,,,56,108.24337005615234,,
1449,109.98082733154297,8.422647476196289,57,,,
1449,,,57,107.9417953491211,,
1474,109.67242431640625,8.422647476196289,58,,,
1474,,,58,107.63589477539062,,
1499,109.51649475097656,8.422647476196289,59,,,
1499,,,59,107.40663146972656,,
1524,109.36554718017578,8.422647476196289,60,,,
1524,,,60,107.2552719116211,,
1549,109.20661163330078,8.488434791564941,61,,,
1549,,,61,107.10619354248047,,
1574,109.05195617675781,8.475153923034668,62,,,
1574,,,62,106.95393371582031,,
1599,108.97303771972656,8.475153923034668,63,,,
1599,,,63,106.8395004272461,,
1624,108.89753723144531,8.485710144042969,64,,,
1624,,,64,106.76376342773438,,
1625,,,65,,114.51224517822266,7.744322299957275
