step,val_regret,epoch,val_mse,train_loss,test_regret,test_mse
0,23.954212188720703,0,140.60562133789062,,,
24,23.502643585205078,0,139.81915283203125,,,
24,,0,,143.70314025878906,,
49,23.115219116210938,1,139.0543212890625,,,
49,,1,,142.87818908691406,,
74,22.601106643676758,2,138.2901153564453,,,
74,,2,,142.06353759765625,,
99,21.482072830200195,3,137.5248565673828,,,
99,,3,,141.25430297851562,,
124,21.058061599731445,4,136.77903747558594,,,
124,,4,,140.45301818847656,,
149,21.050615310668945,5,136.0116729736328,,,
149,,5,,139.6503143310547,,
174,20.578981399536133,6,135.2709503173828,,,
174,,6,,138.8590087890625,,
199,20.017541885375977,7,134.52337646484375,,,
199,,7,,138.06356811523438,,
224,19.09684181213379,8,133.74575805664062,,,
224,,8,,137.29319763183594,,
249,18.533065795898438,9,133.02508544921875,,,
249,,9,,136.49798583984375,,
274,18.356910705566406,10,132.2795867919922,,,
274,,10,,135.728271484375,,
299,17.718263626098633,11,131.54869079589844,,,
299,,11,,134.9599609375,,
324,17.47271156311035,12,130.82215881347656,,,
324,,12,,134.1947784423828,,
349,17.105186462402344,13,130.11749267578125,,,
349,,13,,133.4215087890625,,
374,16.57930564880371,14,129.41390991210938,,,
374,,14,,132.673583984375,,
399,16.375638961791992,15,128.67576599121094,,,
399,,15,,131.92117309570312,,
424,15.008352279663086,16,127.97648620605469,,,
424,,16,,131.1696319580078,,
449,14.58923625946045,17,127.2613296508789,,,
449,,17,,130.429443359375,,
474,14.361921310424805,18,126.57403564453125,,,
474,,18,,129.68136596679688,,
499,13.9345703125,19,125.88939666748047,,,
499,,19,,128.94886779785156,,
524,13.571789741516113,20,125.1856460571289,,,
524,,20,,128.22071838378906,,
549,13.412117004394531,21,124.50230407714844,,,
549,,21,,127.49954223632812,,
574,12.716575622558594,22,123.80851745605469,,,
574,,22,,126.7734146118164,,
599,12.274989128112793,23,123.12651062011719,,,
599,,23,,126.057373046875,,
624,12.033149719238281,24,122.4545669555664,,,
624,,24,,125.3454360961914,,
649,11.634790420532227,25,121.79083251953125,,,
649,,25,,124.63037109375,,
674,11.382473945617676,26,121.12967681884766,,,
674,,26,,123.92839813232422,,
699,10.900015830993652,27,120.46062469482422,,,
699,,27,,123.23295593261719,,
724,10.531407356262207,28,119.8031234741211,,,
724,,28,,122.5349349975586,,
749,10.419483184814453,29,119.1564712524414,,,
749,,29,,121.84210205078125,,
774,10.435892105102539,30,118.50741577148438,,,
774,,30,,121.1578140258789,,
799,10.20814037322998,31,117.86872100830078,,,
799,,31,,120.47792053222656,,
824,10.106141090393066,32,117.22248077392578,,,
824,,32,,119.7988510131836,,
849,9.867302894592285,33,116.57168579101562,,,
849,,33,,119.1216812133789,,
874,9.636218070983887,34,115.94336700439453,,,
874,,34,,118.4521255493164,,
899,9.635647773742676,35,115.30670166015625,,,
899,,35,,117.78434753417969,,
924,9.55700969696045,36,114.68827056884766,,,
924,,36,,117.1301040649414,,
949,9.418035507202148,37,114.0725326538086,,,
949,,37,,116.46298217773438,,
974,9.120011329650879,38,113.44332122802734,,,
974,,38,,115.81189727783203,,
999,8.958081245422363,39,112.8385238647461,,,
999,,39,,115.16284942626953,,
1024,8.947358131408691,40,112.22293853759766,,,
1024,,40,,114.51498413085938,,
1049,8.812710762023926,41,111.62469482421875,,,
1049,,41,,113.87075805664062,,
1074,8.637187957763672,42,111.01245880126953,,,
1074,,42,,113.2353744506836,,
1099,8.456402778625488,43,110.43663787841797,,,
1099,,43,,112.59461975097656,,
1124,8.473481178283691,44,109.82946014404297,,,
1124,,44,,111.96556854248047,,
1149,8.473481178283691,45,109.22392272949219,,,
1149,,45,,111.34490966796875,,
1174,8.473481178283691,46,108.6311264038086,,,
1174,,46,,110.71553802490234,,
1199,8.394665718078613,47,108.05758666992188,,,
1199,,47,,110.09133911132812,,
1224,8.336474418640137,48,107.47994995117188,,,
1224,,48,,109.48101806640625,,
