step,val_regret,epoch,val_mse,train_loss,test_regret,test_mse
0,22.408586502075195,0,142.7804718017578,,,
24,21.548547744750977,0,142.00123596191406,,,
24,,0,,135.56468200683594,,
49,20.622657775878906,1,141.2278289794922,,,
49,,1,,134.8187255859375,,
74,19.020793914794922,2,140.45584106445312,,,
74,,2,,134.08187866210938,,
99,18.453298568725586,3,139.68626403808594,,,
99,,3,,133.3567352294922,,
124,16.841135025024414,4,138.9196014404297,,,
124,,4,,132.62283325195312,,
149,16.580446243286133,5,138.16217041015625,,,
149,,5,,131.90045166015625,,
174,16.351648330688477,6,137.4063720703125,,,
174,,6,,131.1778564453125,,
199,16.158275604248047,7,136.6544952392578,,,
199,,7,,130.46670532226562,,
224,15.926251411437988,8,135.90960693359375,,,
224,,8,,129.751708984375,,
249,14.833215713500977,9,135.15980529785156,,,
249,,9,,129.05421447753906,,
274,14.182870864868164,10,134.4278564453125,,,
274,,10,,128.3394317626953,,
299,14.141950607299805,11,133.6949462890625,,,
299,,11,,127.640869140625,,
324,13.519442558288574,12,132.96165466308594,,,
324,,12,,126.95086669921875,,
349,12.928215026855469,13,132.23794555664062,,,
349,,13,,126.253662109375,,
374,12.539517402648926,14,131.51390075683594,,,
374,,14,,125.57148742675781,,
399,12.013381004333496,15,130.8033447265625,,,
399,,15,,124.88807678222656,,
424,11.904831886291504,16,130.09103393554688,,,
424,,16,,124.20832061767578,,
449,11.658111572265625,17,129.38401794433594,,,
449,,17,,123.53164672851562,,
474,11.679834365844727,18,128.68675231933594,,,
474,,18,,122.864013671875,,
499,11.063830375671387,19,127.98260498046875,,,
499,,19,,122.19918060302734,,
524,10.699416160583496,20,127.27616882324219,,,
524,,20,,121.5413589477539,,
549,10.496807098388672,21,126.59974670410156,,,
549,,21,,120.8760757446289,,
574,10.272735595703125,22,125.91152954101562,,,
574,,22,,120.23329162597656,,
599,10.092541694641113,23,125.23834228515625,,,
599,,23,,119.5791244506836,,
624,9.37732982635498,24,124.54850769042969,,,
624,,24,,118.93609619140625,,
649,9.143686294555664,25,123.88610076904297,,,
649,,25,,118.29145812988281,,
674,8.960063934326172,26,123.20697021484375,,,
674,,26,,117.6594467163086,,
699,8.58118724822998,27,122.5470199584961,,,
699,,27,,117.02314758300781,,
724,8.620766639709473,28,121.8792953491211,,,
724,,28,,116.39801025390625,,
749,8.427669525146484,29,121.22705841064453,,,
749,,29,,115.76876068115234,,
774,8.39883041381836,30,120.57646179199219,,,
774,,30,,115.14849853515625,,
799,8.250757217407227,31,119.9269790649414,,,
799,,31,,114.529296875,,
824,8.130666732788086,32,119.27178955078125,,,
824,,32,,113.92029571533203,,
849,8.07877254486084,33,118.64048767089844,,,
849,,33,,113.30461120605469,,
874,8.193415641784668,34,118.007080078125,,,
874,,34,,112.69844055175781,,
899,8.102051734924316,35,117.37374877929688,,,
899,,35,,112.09172821044922,,
924,7.970086097717285,36,116.7342758178711,,,
924,,36,,111.49559783935547,,
949,7.970086097717285,37,116.11357116699219,,,
949,,37,,110.89885711669922,,
974,7.586843967437744,38,115.4888687133789,,,
974,,38,,110.3061752319336,,
999,7.529168605804443,39,114.86315155029297,,,
999,,39,,109.71480560302734,,
1024,7.411416053771973,40,114.2423324584961,,,
1024,,40,,109.13603210449219,,
1049,7.411416053771973,41,113.6318359375,,,
1049,,41,,108.54292297363281,,
1074,7.411416053771973,42,113.02179718017578,,,
1074,,42,,107.96392822265625,,
1099,7.2595624923706055,43,112.43236541748047,,,
1099,,43,,107.38636016845703,,
1124,7.046618461608887,44,111.81978607177734,,,
1124,,44,,106.81991577148438,,
1149,7.086979866027832,45,111.21633911132812,,,
1149,,45,,106.24649047851562,,
1174,6.903384208679199,46,110.61543273925781,,,
1174,,46,,105.67842864990234,,
1199,6.903384208679199,47,110.02995300292969,,,
1199,,47,,105.11648559570312,,
1224,7.153209209442139,48,109.44412994384766,,,
1224,,48,,104.55496978759766,,
1249,7.181135177612305,49,108.85830688476562,,,
1249,,49,,103.99818420410156,,
1274,7.145740509033203,50,108.2760238647461,,,
1274,,50,,103.44384002685547,,
1299,6.950683116912842,51,107.98272705078125,,,
1299,,51,,103.02342987060547,,
1324,6.950683116912842,52,107.69793701171875,,,
1324,,52,,102.74734497070312,,
1349,6.950683116912842,53,107.40656280517578,,,
1349,,53,,102.47505950927734,,
1374,6.874058246612549,54,107.1122055053711,,,
1374,,54,,102.20303344726562,,
1399,6.874058246612549,55,106.8222427368164,,,
1399,,55,,101.9278335571289,,
1424,6.862500190734863,56,106.54757690429688,,,
1424,,56,,101.65342712402344,,
1449,6.861676216125488,57,106.25362396240234,,,
1449,,57,,101.38388061523438,,
1474,6.861676216125488,58,105.96575164794922,,,
1474,,58,,101.11334228515625,,
1499,6.861676216125488,59,105.68631744384766,,,
1499,,59,,100.83944702148438,,
1524,6.892623424530029,60,105.40275573730469,,,
1524,,60,,100.568359375,,
1549,6.892623424530029,61,105.11450958251953,,,
1549,,61,,100.30046081542969,,
1574,6.892623424530029,62,104.97527313232422,,,
1574,,62,,100.09469604492188,,
1599,6.944713592529297,63,104.83282470703125,,,
1599,,63,,99.96198272705078,,
1624,6.944713592529297,64,104.6889877319336,,,
1624,,64,,99.82526397705078,,
1649,6.944713592529297,65,104.54467010498047,,,
1649,,65,,99.693603515625,,
1674,6.944713592529297,66,104.47518920898438,,,
1674,,66,,99.58708953857422,,
1699,6.944713592529297,67,104.4045181274414,,,
1699,,67,,99.52056884765625,,
1700,,68,,,6.749860763549805,111.4726791381836
