step,val_regret,epoch,val_mse,train_loss,test_regret,test_mse
0,21.871021270751953,0,142.73175048828125,,,
24,21.395038604736328,0,141.92242431640625,,,
24,,0,,134.38970947265625,,
49,21.016538619995117,1,141.1533660888672,,,
49,,1,,133.6396484375,,
74,20.598814010620117,2,140.3731231689453,,,
74,,2,,132.89263916015625,,
99,19.579374313354492,3,139.61195373535156,,,
99,,3,,132.15516662597656,,
124,19.083845138549805,4,138.84515380859375,,,
124,,4,,131.42300415039062,,
149,17.53411293029785,5,138.0960693359375,,,
149,,5,,130.68637084960938,,
174,16.712621688842773,6,137.3438720703125,,,
174,,6,,129.97247314453125,,
199,16.180400848388672,7,136.58494567871094,,,
199,,7,,129.25181579589844,,
224,15.352441787719727,8,135.8592071533203,,,
224,,8,,128.52554321289062,,
249,14.944523811340332,9,135.1149139404297,,,
249,,9,,127.82168579101562,,
274,13.80038833618164,10,134.38421630859375,,,
274,,10,,127.11579132080078,,
299,13.304059982299805,11,133.6446533203125,,,
299,,11,,126.41348266601562,,
324,12.912690162658691,12,132.927978515625,,,
324,,12,,125.71351623535156,,
349,12.551095962524414,13,132.2073211669922,,,
349,,13,,125.0250473022461,,
374,12.36181640625,14,131.49752807617188,,,
374,,14,,124.33293151855469,,
399,12.367788314819336,15,130.78302001953125,,,
399,,15,,123.64860534667969,,
424,12.027395248413086,16,130.07049560546875,,,
424,,16,,122.97099304199219,,
449,11.692229270935059,17,129.3692626953125,,,
449,,17,,122.29558563232422,,
474,11.239461898803711,18,128.66432189941406,,,
474,,18,,121.62165832519531,,
499,11.096444129943848,19,127.969482421875,,,
499,,19,,120.95578002929688,,
524,10.88659381866455,20,127.27874755859375,,,
524,,20,,120.2931900024414,,
549,10.678828239440918,21,126.60379791259766,,,
549,,21,,119.62960815429688,,
574,9.873167037963867,22,125.93997955322266,,,
574,,22,,118.97955322265625,,
599,9.220364570617676,23,125.2422103881836,,,
599,,23,,118.33068084716797,,
624,9.149566650390625,24,124.57108306884766,,,
624,,24,,117.67999267578125,,
649,9.184545516967773,25,123.89712524414062,,,
649,,25,,117.03308868408203,,
674,9.07802963256836,26,123.22488403320312,,,
674,,26,,116.39669799804688,,
699,8.611676216125488,27,122.57014465332031,,,
699,,27,,115.75909423828125,,
724,8.611676216125488,28,121.92378997802734,,,
724,,28,,115.13470458984375,,
749,8.420882225036621,29,121.27142333984375,,,
749,,29,,114.49930572509766,,
774,8.415574073791504,30,120.60728454589844,,,
774,,30,,113.88261413574219,,
799,8.36780834197998,31,119.96707916259766,,,
799,,31,,113.25848388671875,,
824,8.111522674560547,32,119.3226089477539,,,
824,,32,,112.64167785644531,,
849,8.288275718688965,33,118.687744140625,,,
849,,33,,112.0318832397461,,
874,8.230772972106934,34,118.0525894165039,,,
874,,34,,111.4221420288086,,
899,8.172106742858887,35,117.41995239257812,,,
899,,35,,110.8171615600586,,
924,8.172106742858887,36,116.79693603515625,,,
924,,36,,110.2146224975586,,
949,8.149679183959961,37,116.47645568847656,,,
949,,37,,109.76390838623047,,
974,8.149679183959961,38,116.17118072509766,,,
974,,38,,109.46529388427734,,
999,8.149679183959961,39,115.8633804321289,,,
999,,39,,109.16513061523438,,
1024,7.840912342071533,40,115.55712890625,,,
1024,,40,,108.87103271484375,,
1049,7.861420154571533,41,115.24140930175781,,,
1049,,41,,108.57599639892578,,
1074,7.861420154571533,42,114.92878723144531,,,
1074,,42,,108.27954864501953,,
1099,7.861420154571533,43,114.61997985839844,,,
1099,,43,,107.98562622070312,,
1124,7.861420154571533,44,114.31682586669922,,,
1124,,44,,107.69000244140625,,
1149,7.861420154571533,45,114.16459655761719,,,
1149,,45,,107.46900177001953,,
1174,7.776716709136963,46,114.00962829589844,,,
1174,,46,,107.32189178466797,,
1199,7.776716709136963,47,113.85993957519531,,,
1199,,47,,107.17455291748047,,
1224,7.7155537605285645,48,113.70468139648438,,,
1224,,48,,107.02908325195312,,
1249,7.7155537605285645,49,113.55482482910156,,,
1249,,49,,106.88235473632812,,
1274,7.7155537605285645,50,113.39983367919922,,,
1274,,50,,106.73601531982422,,
1299,7.7155537605285645,51,113.25019836425781,,,
1299,,51,,106.5896224975586,,
1324,7.5594305992126465,52,113.09362030029297,,,
1324,,52,,106.44457244873047,,
1349,7.5594305992126465,53,112.93936157226562,,,
1349,,53,,106.29820251464844,,
1374,7.5594305992126465,54,112.78620147705078,,,
1374,,54,,106.15091705322266,,
1399,7.5594305992126465,55,112.63385009765625,,,
1399,,55,,106.00579833984375,,
1424,7.653594493865967,56,112.48381805419922,,,
1424,,56,,105.86051940917969,,
1449,7.653594493865967,57,112.40658569335938,,,
1449,,57,,105.74920654296875,,
1474,7.653594493865967,58,112.32958221435547,,,
1474,,58,,105.67631530761719,,
1499,7.653594493865967,59,112.25466918945312,,,
1499,,59,,105.6034164428711,,
1524,7.653594493865967,60,112.17790222167969,,,
1524,,60,,105.53050994873047,,
1549,7.653594493865967,61,112.13916778564453,,,
1549,,61,,105.47522735595703,,
1574,7.653594493865967,62,112.10076904296875,,,
1574,,62,,105.43869018554688,,
1575,,63,,,7.994593620300293,111.79244232177734
